Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;LPRC1;LPRC2
2003 38 2;379;064033751007;1;0;0;0;0;0;0;1;0;1
2003 38 2;380;064033810656;1;0;0;0;0;1;0;0;0;0
2003 38 2;381;064033820829;1;0;0;0;0;0;0;1;0;1
2003 38 2;382;064033820780;1;0;0;0;0;0;0;1;0;1
2003 38 2;383;064033750811;1;0;0;0;0;0;0;1;0;0
2003 38 2;384;064033820783;1;0;0;0;0;0;0;1;0;1
2003 38 2;385;064033820754;1;0;0;0;0;0;0;1;0;1
2003 38 2;386;064033830676;1;0;0;0;0;1;0;0;0;1
2003 38 2;387;064033820720;1;0;0;0;0;0;0;1;0;1
2003 38 2;388;064033750780;1;0;0;0;0;0;0;1;0;0
2003 38 2;389;064033820672;1;0;0;0;0;0;0;1;0;1
2003 38 2;390;064033820679;1;0;0;0;0;0;0;1;0;1
2003 38 2;391;064033810633;5;0;1;0;0;1;0;0;1;0
2003 38 2;392;064033810734;5;1;0;1;0;1;0;0;0;0
2003 38 2;393;064033750873;5;0;0;0;0;0;0;1;0;0
2003 38 2;394;064033830621;5;0;0;0;0;0;0;1;0;1
2003 38 2;395;064033850767;5;0;1;0;0;1;0;0;0;1
2003 38 2;396;064033810763;5;0;0;0;0;1;0;0;0;0
2003 38 2;397;064033830594;5;0;0;0;0;0;0;1;0;1
2003 38 2;398;064033850731;5;0;1;0;0;1;0;0;0;1
2003 38 2;399;064033750977;5;0;0;0;0;0;0;1;0;0
2003 38 2;400;064033830342;5;0;0;0;0;0;0;1;0;1
2003 38 2;401;064033810641;5;0;1;0;0;1;0;0;1;0
2003 38 2;402;064033810726;5;0;0;1;0;1;0;0;0;0
2003 38 2;403;064033811016;5;0;1;0;0;0;0;1;0;1
2003 38 2;404;064033830691;5;0;0;0;0;0;0;1;0;1
2003 38 2;405;064033810631;5;0;1;0;0;1;0;0;1;0
2003 38 2;406;064033820664;7;0;0;0;0;0;0;1;0;1
2003 38 2;407;064033820581;7;0;0;0;0;0;0;1;0;1
2003 38 2;408;064033820600;7;0;0;0;0;0;0;1;0;1
2003 38 2;409;064033820606;7;0;0;0;0;0;0;1;0;1
2003 38 2;410;064033820597;7;0;0;0;0;0;0;1;0;1
2003 38 2;411;064033820592;7;0;0;0;0;0;0;1;0;1
2003 38 2;412;064033820603;7;0;0;0;0;0;0;1;0;1
2003 38 2;413;064033830647;7;0;0;0;0;1;0;0;0;1
2003 38 2;414;064033820610;7;0;0;0;0;0;0;1;0;1
2003 38 2;415;064033820595;7;0;0;0;0;0;0;1;0;1
2003 38 2;416;064033820607;7;0;0;0;0;0;0;1;0;1
2003 38 2;417;064033820582;7;0;0;0;0;0;0;1;0;1
2003 38 2;418;064033820596;7;0;0;0;0;0;0;1;0;1
2003 38 2;419;064033820661;7;0;0;0;0;0;0;1;0;1
2003 38 2;420;064033820609;7;0;0;0;0;0;0;1;0;1
2003 38 2;421;064033810801;3;0;0;0;0;1;0;0;0;0
2003 38 2;422;064033830772;3;0;0;0;0;0;0;1;0;1
2003 38 2;423;064033820919;3;0;0;0;0;0;0;1;0;1
2003 38 2;424;064033830783;3;0;0;0;0;0;0;1;0;1
2003 38 2;425;064033741169;3;0;1;0;1;0;0;1;0;0
2003 38 2;426;064033910692;3;0;0;1;0;1;0;0;0;1
2003 38 2;427;064033820876;3;0;0;0;0;0;0;1;0;1
2003 38 2;428;064033820980;3;0;0;0;0;0;0;1;0;0
2003 38 2;429;064033830769;3;0;0;0;0;1;0;0;0;1
2003 38 2;430;064033830774;3;0;0;0;0;0;0;1;0;1
2003 38 2;431;064033750925;3;0;0;0;0;0;0;1;0;0
2003 38 2;432;064033820847;3;0;0;0;0;0;0;1;0;1
2003 38 2;433;064033820845;3;0;0;0;0;0;0;1;0;1
2003 38 2;434;064033810549;3;0;0;1;0;1;0;0;0;0
2003 38 2;435;064033830795;3;0;0;0;0;1;0;0;0;1
2003 38 2;436;064033820652;1;0;0;0;0;0;0;1;0;1
2003 38 2;437;064033630723;1;0;0;0;0;0;0;1;0;0
2003 38 2;438;064033820687;1;0;0;0;0;0;0;1;0;1
2003 38 2;439;064033820655;1;0;0;0;0;0;0;1;0;1
2003 38 2;440;064033810531;1;0;1;0;0;1;0;0;1;0
2003 38 2;441;064033820580;1;0;0;0;0;0;0;1;0;1
2003 38 2;442;064033820586;1;0;0;0;0;0;0;1;0;1
2003 38 2;443;064033820608;1;0;0;0;0;0;0;1;0;1
2003 38 2;444;064033820578;1;0;0;0;0;0;0;1;0;1
2003 38 2;445;064033810655;1;1;0;0;0;1;0;0;0;0
2003 38 2;446;064033820555;1;0;0;0;0;0;0;1;0;1
2003 38 2;447;064033820553;1;0;0;0;0;0;0;1;0;1
2003 38 2;448;064033730565;1;0;0;0;0;0;0;1;0;0
2003 38 2;449;064033830697;1;0;0;0;0;0;0;1;0;1
2003 38 2;450;064033830698;1;0;0;0;0;0;0;1;0;1
2003 38 2;451;064033810550;10;0;0;1;0;1;0;0;0;0
2003 38 2;452;064033810029;10;0;1;0;0;1;0;0;1;0
2003 38 2;453;064033741147;10;1;0;0;0;0;0;1;0;0
2003 38 2;454;064033750071;10;0;1;0;0;1;0;0;0;0
2003 38 2;455;064033830360;10;0;0;1;0;0;0;1;0;1
2003 38 2;456;064033820976;10;0;0;0;0;0;0;1;0;1
2003 38 2;457;064033750711;10;0;0;0;0;1;0;0;0;0
2003 38 2;458;064033910557;10;0;0;1;0;0;0;1;0;1
2003 38 2;459;064033810864;10;0;1;0;0;1;0;0;0;0
2003 38 2;460;064033810868;10;0;0;0;0;1;0;0;0;0
2003 38 2;461;064033840912;10;0;0;0;0;0;0;1;0;1
2003 38 2;462;064033810909;10;1;0;1;0;1;0;0;0;0
2003 38 2;463;064033810515;10;0;1;0;0;1;0;0;1;0
2003 38 2;464;064033820839;10;0;0;0;0;0;0;1;0;1
2003 38 2;465;064033810552;10;0;0;1;0;1;0;0;0;0
2003 38 2;466;064033910731;6;0;0;0;0;1;0;0;0;1
2003 38 2;467;064033850831;6;0;0;0;0;0;0;1;0;1
2003 38 2;468;064033910747;6;0;0;0;0;1;0;0;0;1
2003 38 2;469;064033910759;6;0;0;0;0;1;0;0;0;1
2003 38 2;470;064033850830;6;0;0;0;0;0;0;1;0;1
2003 38 2;471;064033910718;6;0;0;0;0;1;0;0;0;1
2003 38 2;472;064033910758;6;0;0;0;0;1;0;0;0;1
2003 38 2;473;064033910725;6;0;0;0;0;1;0;0;0;1
2003 38 2;474;064033850833;6;0;0;0;0;0;0;1;0;1
2003 38 2;475;064033910736;6;0;0;0;0;1;0;0;0;1
2003 38 2;476;064033910720;6;0;0;0;0;1;0;0;0;1
2003 38 2;477;064033850832;6;0;0;0;0;0;0;1;0;1
2003 38 2;478;064033910709;6;0;0;0;0;1;0;0;0;1
2003 38 2;479;064033910743;6;0;0;0;0;1;0;0;0;1
2003 38 2;480;064033910739;6;0;0;0;0;1;0;0;0;1
2003 38 2;481;064033741006;5;1;1;0;0;0;0;1;0;0
2003 38 2;482;064033750830;5;0;0;0;0;0;0;1;0;0
2003 38 2;483;064033810634;5;0;1;0;0;1;0;0;1;0
2003 38 2;484;064034110113;5;0;0;0;0;1;0;0;0;0
2003 38 2;485;064033820727;5;0;1;0;0;0;0;1;0;0
2003 38 2;486;064033830671;5;0;0;0;0;0;0;1;0;1
2003 38 2;487;064033810861;5;0;1;0;0;1;0;0;0;0
2003 38 2;488;064033850627;5;0;0;0;0;1;0;0;0;1
2003 38 2;489;064033750763;5;1;1;0;0;0;0;1;0;0
2003 38 2;490;064033641325;5;0;0;0;0;0;0;1;0;1
2003 38 2;491;064033810884;5;0;0;1;0;1;0;0;0;0
2003 38 2;492;064033730863;5;0;1;0;0;0;0;1;0;1
2003 38 2;493;064033750825;5;0;0;0;0;0;0;1;0;0
2003 38 2;494;064033810614;5;0;0;0;0;1;0;0;0;0
2003 38 2;495;064033810627;5;0;1;0;0;1;0;0;1;0
2003 38 2;496;064033830680;1;0;0;0;0;0;0;1;0;1
2003 38 2;497;064033830648;1;0;0;0;0;0;0;1;0;1
2003 38 2;498;064033830669;1;0;0;0;0;0;0;1;0;1
2003 38 2;499;064033750793;1;1;0;0;0;0;0;1;0;0
2003 38 2;500;064033830650;1;0;0;0;0;0;0;1;0;1
2003 38 2;501;064033850802;1;0;0;0;0;1;0;0;0;1
2003 38 2;502;064033830644;1;0;0;0;0;0;0;1;0;1
2003 38 2;503;064033830688;1;0;0;0;0;0;0;1;0;1
2003 38 2;504;064033811244;1;0;0;0;0;0;0;1;0;0
2003 38 2;505;064033830631;1;0;0;0;0;0;0;1;0;1
2003 38 2;506;064033850281;1;0;0;0;0;1;0;0;0;1
2003 38 2;507;064033750792;1;1;0;0;0;0;0;1;0;0
2003 38 2;508;064033810846;1;0;1;0;0;0;0;1;0;1
2003 38 2;509;064033830607;1;0;0;0;0;0;0;1;0;1
2003 38 2;510;064033830603;1;0;0;0;0;0;0;1;0;1
2003 38 2;511;064033420028;8;0;0;0;0;1;1;0;0;0
2003 38 2;512;064033741166;8;0;1;0;1;0;0;1;0;0
2003 38 2;513;064033810538;8;0;0;1;0;1;0;0;0;0
2003 38 2;514;064033810958;8;0;1;0;0;1;0;0;1;0
2003 38 2;515;064034130046;8;0;0;0;0;0;0;1;0;0
2003 38 2;516;064033741152;8;0;1;0;0;0;0;1;0;0
2003 38 2;517;064033420026;8;0;0;0;0;1;1;0;0;0
2003 38 2;518;064033741158;8;0;1;0;0;0;0;1;0;0
2003 38 2;519;064033811235;8;0;0;0;0;1;0;0;0;0
2003 38 2;520;064033741150;8;0;1;0;0;0;0;1;0;0
2003 38 2;521;064033740857;8;0;0;0;0;0;0;1;0;0
2003 38 2;522;064033810917;8;0;1;0;0;1;0;0;1;0
2003 38 2;523;064033810536;8;0;0;1;0;1;0;0;0;0
2003 38 2;524;064033740743;8;0;1;0;1;0;0;1;0;0
2003 38 2;525;064033420015;8;0;0;0;0;1;1;0;0;0
2003 38 2;526;064033910717;6;0;0;0;0;1;0;0;0;1
2003 38 2;527;064033910748;6;0;0;0;0;1;0;0;0;1
2003 38 2;528;064033910727;6;0;0;0;0;1;0;0;0;1
2003 38 2;529;064033910715;6;0;0;0;0;1;0;0;0;1
2003 38 2;530;064033910728;6;0;0;0;0;1;0;0;0;1
2003 38 2;531;064033811001;6;0;1;0;0;0;0;1;0;1
2003 38 2;532;064033910760;6;0;0;0;0;1;0;0;0;1
2003 38 2;533;064033910729;6;0;0;0;0;1;0;0;0;1
2003 38 2;534;064033910746;6;0;0;0;0;1;0;0;0;1
2003 38 2;535;064033850780;6;0;0;0;0;0;0;1;0;1
2003 38 2;536;064033910723;6;0;0;0;0;1;0;0;0;1
2003 38 2;537;064033910712;6;0;0;0;0;1;0;0;0;1
2003 38 2;538;064033850429;6;0;0;0;0;0;0;1;0;1
2003 38 2;539;064033910745;6;0;0;0;0;1;0;0;0;1
2003 38 2;540;064033910722;6;0;0;0;0;1;0;0;0;1
2003 38 2;541;064033750829;5;1;0;0;0;0;0;1;0;0
2003 38 2;542;064033810645;5;0;1;0;0;1;0;0;1;0
2003 38 2;543;064033830013;5;0;0;1;0;0;0;1;0;1
2003 38 2;544;064033850753;5;0;1;0;0;1;0;0;0;1
2003 38 2;545;064033810613;5;0;0;0;0;1;0;0;0;0
2003 38 2;546;064033840750;5;0;0;0;0;0;0;1;0;1
2003 38 2;547;064033811089;5;0;0;0;0;1;0;0;0;0
2003 38 2;548;064033750806;5;0;0;0;0;0;0;1;0;0
2003 38 2;549;064033850745;5;0;1;0;0;1;0;0;0;1
2003 38 2;550;064033750002;5;0;0;0;0;0;0;1;0;0
2003 38 2;551;064033850738;5;0;1;0;0;1;0;0;0;1
2003 38 2;552;064033840689;5;0;0;0;0;0;0;1;0;1
2003 38 2;553;064033810855;5;0;1;0;0;1;0;0;0;0
2003 38 2;554;064033840678;5;0;0;0;0;0;0;1;0;1
2003 38 2;555;064033810636;5;0;1;0;0;1;0;0;1;0
2003 38 2;556;064033830600;1;0;0;0;0;0;0;1;0;1
2003 38 2;557;064033830599;1;0;0;0;0;0;0;1;0;1
2003 38 2;558;064033830593;1;0;0;0;0;0;0;1;0;1
2003 38 2;559;064033830637;1;0;0;0;0;0;0;1;0;1
2003 38 2;560;064033810929;1;0;1;0;0;1;0;0;0;0
2003 38 2;561;064033830641;1;0;0;0;0;0;0;1;0;1
2003 38 2;562;064033830642;1;0;0;0;0;0;0;1;0;1
2003 38 2;563;064033830674;1;0;1;0;0;0;0;1;0;1
2003 38 2;564;064033830357;1;0;0;0;0;0;0;1;0;0
2003 38 2;565;064033850578;1;0;0;0;0;1;0;0;0;1
2003 38 2;566;064033830686;1;0;0;0;0;0;0;1;0;1
2003 38 2;567;064033750930;1;1;1;0;0;0;0;1;0;0
2003 38 2;568;064033840831;1;0;0;0;0;0;0;1;0;1
2003 38 2;569;064033840707;1;0;0;0;0;0;0;1;0;1
2003 38 2;570;064033810530;1;0;1;0;0;1;0;0;1;0
2003 38 2;571;064033830766;7;0;0;0;0;0;0;1;0;1
2003 38 2;572;064033830635;7;0;0;0;0;0;0;1;0;1
2003 38 2;573;064033830663;7;0;0;0;0;0;0;1;0;1
2003 38 2;574;064033830693;7;0;0;0;0;0;0;1;0;1
2003 38 2;575;064033830653;7;0;0;0;0;0;0;1;0;1
2003 38 2;576;064033830690;7;0;0;0;0;0;0;1;0;1
2003 38 2;577;064033830639;7;0;0;0;0;0;0;1;0;1
2003 38 2;578;064033830678;7;0;0;0;0;0;0;1;0;1
2003 38 2;579;064033830638;7;0;0;0;0;0;0;1;0;1
2003 38 2;580;064033830651;7;0;0;0;0;0;0;1;0;1
2003 38 2;581;064033830660;7;0;0;0;0;0;0;1;0;1
2003 38 2;582;064033830684;7;0;0;0;0;0;0;1;0;1
2003 38 2;583;064033730244;7;0;0;0;0;0;0;1;0;0
2003 38 2;584;064033810760;7;0;1;0;0;0;0;1;0;1
2003 38 2;585;064033830677;7;0;0;0;0;0;0;1;0;1
2003 38 2;586;064033810953;9;0;1;0;0;1;0;0;1;0
2003 38 2;587;064033850823;9;0;0;1;0;0;0;1;0;1
2003 38 2;588;064033820751;9;1;0;0;0;0;0;1;0;1
2003 38 2;589;064033850817;9;0;1;0;0;1;0;0;0;0
2003 38 2;590;064033820844;9;0;0;0;0;0;0;1;0;1
2003 38 2;591;064033830747;9;0;0;0;0;0;0;1;0;0
2003 38 2;592;064033751038;9;0;0;0;0;0;0;1;0;1
2003 38 2;593;064033741170;9;0;1;0;1;0;0;1;0;0
2003 38 2;594;064033850589;9;0;0;0;0;1;0;0;0;1
2003 38 2;595;064033741171;9;0;1;0;0;0;0;1;0;0
2003 38 2;596;064033820665;9;0;0;0;0;0;0;1;0;1
2003 38 2;597;064033750815;9;0;0;1;0;0;0;1;0;0
2003 38 2;598;064033810517;9;0;1;0;0;1;0;0;1;0
2003 38 2;599;064033820674;9;0;0;0;0;0;0;1;0;1
2003 38 2;600;064033741144;9;0;1;0;0;0;0;1;0;0
2003 38 2;601;064033910753;6;0;0;0;0;1;0;0;0;1
2003 38 2;602;064033910754;6;0;0;0;0;1;0;0;0;1
2003 38 2;603;064033910750;6;0;0;0;0;1;0;0;0;1
2003 38 2;604;064033850650;6;0;0;0;0;0;0;1;0;1
2003 38 2;605;064033910724;6;0;0;0;0;1;0;0;0;1
2003 38 2;606;064033910749;6;0;0;0;0;1;0;0;0;1
2003 38 2;607;064033910710;6;0;0;0;0;1;0;0;0;1
2003 38 2;608;064033850431;6;0;0;0;0;0;0;1;0;1
2003 38 2;609;064033910752;6;0;0;0;0;1;0;0;0;1
2003 38 2;610;064033910713;6;0;0;0;0;1;0;0;0;1
2003 38 2;611;064033910711;6;0;0;0;0;1;0;0;0;1
2003 38 2;612;064033910719;6;0;0;0;0;1;0;0;0;1
2003 38 2;613;064033850427;6;0;0;0;0;0;0;1;0;1
2003 38 2;614;064033910730;6;0;0;0;0;1;0;0;0;1
2003 38 2;615;064033910741;6;0;0;0;0;1;0;0;0;1
2003 38 2;616;064033750810;5;0;0;0;0;0;0;1;0;0
2003 38 2;617;064033810635;5;0;1;0;0;1;0;0;1;0
2003 38 2;618;064033850580;5;0;0;0;0;1;0;0;0;1
2003 38 2;619;064033750784;5;0;0;0;0;0;0;1;0;0
2003 38 2;620;064033850749;5;0;1;0;0;1;0;0;0;1
2003 38 2;621;064033850027;5;0;0;1;0;0;0;1;0;1
2003 38 2;622;064033810956;5;0;0;0;0;1;0;0;0;0
2003 38 2;623;064033850756;5;0;1;0;0;1;0;0;0;1
2003 38 2;624;064033850835;5;0;0;0;0;0;0;1;0;1
2003 38 2;625;064033810859;5;0;1;0;0;1;0;0;0;0
2003 38 2;626;064033850781;5;0;0;0;0;0;0;1;0;1
2003 38 2;627;064033850283;5;0;1;0;0;1;0;0;0;1
2003 38 2;628;064033810811;5;0;0;0;0;1;0;0;0;0
2003 38 2;629;064033830356;5;0;0;0;0;0;0;1;0;0
2003 38 2;630;064033810629;5;0;1;0;0;1;0;0;1;0
2003 38 2;631;064033820963;11;0;0;1;0;0;0;1;0;1
2003 38 2;632;064033750893;11;0;0;0;0;0;0;1;0;0
2003 38 2;633;064033820913;11;0;0;0;0;0;0;1;0;1
2003 38 2;634;064033810927;11;0;1;0;0;1;0;0;0;0
2003 38 2;635;064033810523;11;1;0;0;0;1;0;0;0;1
2003 38 2;636;064033750924;11;0;0;0;0;0;0;1;0;0
2003 38 2;637;064033820918;11;0;0;0;0;0;0;1;0;1
2003 38 2;638;064033750777;11;0;0;1;0;1;0;0;0;0
2003 38 2;639;064033910798;11;0;0;0;0;0;0;1;0;1
2003 38 2;640;064033830739;11;0;0;0;0;0;0;1;0;0
2003 38 2;641;064033750960;11;0;0;1;0;0;0;1;0;0
2003 38 2;642;064033830743;11;0;0;0;0;0;0;1;0;0
2003 38 2;643;064033811043;11;0;1;0;0;1;0;0;1;0
2003 38 2;644;064033820781;11;0;0;0;0;0;0;1;0;1
2003 38 2;645;064033810546;11;0;0;1;0;1;0;0;0;0
2003 38 2;646;064033840692;1;0;0;0;0;0;0;1;0;1
2003 38 2;647;064033840677;1;0;0;0;0;0;0;1;0;1
2003 38 2;648;064033840029;1;0;0;0;0;0;0;1;0;0
2003 38 2;649;064033850778;1;0;0;0;0;0;0;1;0;1
2003 38 2;650;064033850782;1;0;0;0;0;0;0;1;0;1
2003 38 2;651;064033910488;1;0;0;0;0;1;0;0;0;1
2003 38 2;652;064033750765;1;1;1;0;0;0;0;1;0;1
2003 38 2;653;064033850729;1;0;0;0;0;0;0;1;0;1
2003 38 2;654;064033910680;1;0;0;0;0;0;0;1;0;0
2003 38 2;655;064033850064;1;0;0;0;0;0;0;1;0;1
2003 38 2;656;064033810967;1;0;0;1;0;1;0;0;0;1
2003 38 2;657;064033850063;1;0;0;0;0;0;0;1;0;1
2003 38 2;658;064033850430;1;0;0;0;0;0;0;1;0;1
2003 38 2;659;064033810853;1;0;1;0;0;0;0;1;0;1
2003 38 2;660;064033850573;1;0;0;0;0;0;0;1;0;1
2003 38 2;661;064033750086;2;1;1;0;0;1;0;0;0;0
2003 38 2;662;064033820922;2;0;0;0;0;0;0;1;0;1
2003 38 2;663;064033811017;2;0;1;0;0;1;0;0;1;0
2003 38 2;664;064033750909;2;0;0;1;0;0;0;1;0;0
2003 38 2;665;064033850819;2;0;1;0;0;1;0;0;0;1
2003 38 2;666;064033810983;2;0;0;0;0;1;0;0;0;0
2003 38 2;667;064033741164;2;0;1;0;0;0;0;1;0;0
2003 38 2;668;064033810512;2;1;0;0;0;1;0;0;0;0
2003 38 2;669;064033750928;2;0;0;0;0;0;0;1;0;0
2003 38 2;670;064033810946;2;0;1;0;0;1;0;0;1;0
2003 38 2;671;064033810886;2;0;0;0;0;1;0;0;0;0
2003 38 2;672;064033830605;2;0;0;0;0;0;0;1;0;1
2003 38 2;673;064033750719;2;1;1;0;0;0;0;1;0;1
2003 38 2;674;064033810664;2;0;0;1;0;1;0;0;0;0
2003 38 2;675;064033810961;2;0;1;0;0;1;0;0;1;0
2003 38 2;676;064033850777;5;0;0;0;0;0;0;1;0;1
2003 38 2;677;064033850020;5;0;0;0;0;0;0;1;0;0
2003 38 2;678;064033811048;5;0;0;0;0;1;0;0;0;0
2003 38 2;679;064033810895;5;0;1;0;0;1;0;0;0;0
2003 38 2;680;064033850611;5;0;0;0;0;0;0;1;0;1
2003 38 2;681;064033810856;5;0;1;0;0;1;0;0;0;0
2003 38 2;682;064033750831;5;1;0;0;0;0;0;1;0;1
2003 38 2;683;064033810845;5;0;0;0;0;1;0;0;0;0
2003 38 2;684;064033810857;5;0;1;0;0;1;0;0;0;0
2003 38 2;685;064033850606;5;0;0;0;0;0;0;1;0;1
2003 38 2;686;064033810646;5;0;1;0;0;1;0;0;1;0
2003 38 2;687;064033810714;5;0;0;0;0;0;0;1;0;0
2003 38 2;688;064033910721;6;0;0;0;0;1;0;0;0;1
2003 38 2;689;064033910732;6;0;0;0;0;1;0;0;0;1
2003 38 2;690;064033850649;6;0;0;0;0;0;0;1;0;1
2003 38 2;691;064033910751;6;0;0;0;0;1;0;0;0;1
2003 38 2;692;064033910735;6;0;0;0;0;1;0;0;0;1
2003 38 2;693;064033910716;6;0;0;0;0;1;0;0;0;1
2003 38 2;694;064033910726;6;0;0;0;0;1;0;0;0;1
2003 38 2;695;064033910737;6;0;0;0;0;1;0;0;0;1
2003 38 2;696;064033910740;6;0;0;0;0;1;0;0;0;1
2003 38 2;697;064033910755;6;0;0;0;0;1;0;0;0;1
2003 38 2;698;064033910742;6;0;0;0;0;1;0;0;0;1
2003 38 2;699;064033750911;6;1;0;0;0;0;0;1;0;1
2003 38 2;700;064033910510;6;0;0;0;0;1;0;0;0;1
2003 38 2;701;064033420019;8;0;0;0;0;1;1;0;0;0
2003 38 2;702;064033740024;8;0;1;0;1;0;0;1;0;0
2003 38 2;703;064033810540;8;0;0;1;0;1;0;0;0;0
2003 38 2;704;064033810589;8;0;1;0;0;1;0;0;1;0
2003 38 2;705;064033750959;8;0;0;0;0;0;0;1;0;0
2003 38 2;706;064033741153;8;0;1;0;0;0;0;1;0;0
2003 38 2;707;064033811007;8;0;0;0;0;1;0;0;0;0
2003 38 2;708;064033740023;8;0;1;0;1;0;0;1;0;0
2003 38 2;709;064033750748;8;0;0;0;0;0;0;1;0;0
2003 38 2;710;064033810453;8;0;1;0;0;1;0;0;1;0
2003 38 2;711;064033810539;8;0;0;1;0;1;0;0;0;0
2003 38 2;712;064033741157;8;0;1;0;0;0;0;1;0;0
2003 38 2;713;064033420021;8;0;0;0;0;1;1;0;0;0
2003 38 2;714;064033740025;8;0;1;0;1;0;0;1;0;0
2003 38 2;715;064033420024;8;0;0;0;0;1;1;0;0;0
2003 38 2;716;064033850536;1;0;0;0;0;0;0;1;0;1
2003 38 2;717;064033810738;1;0;1;0;0;0;0;1;0;1
2003 38 2;718;064033850428;1;0;0;0;0;0;0;1;0;1
2003 38 2;719;064033910635;1;0;0;0;0;0;0;1;0;1
2003 38 2;720;064033810619;1;1;0;1;0;1;0;0;0;0
2003 38 2;721;064033830657;7;0;0;0;0;0;0;1;0;1
2003 38 2;722;064033830682;7;0;0;0;0;0;0;1;0;1
2003 38 2;723;064033830628;7;0;0;0;0;0;0;1;0;1
2003 38 2;724;064033830632;7;0;0;0;0;0;0;1;0;1
2003 38 2;725;064033830630;7;0;0;0;0;0;0;1;0;1
2003 38 2;726;064033830633;7;0;0;0;0;0;0;1;0;1
2003 38 2;727;064033830625;7;0;0;0;0;0;0;1;0;1
2003 38 2;728;064033830636;7;0;0;0;0;0;0;1;0;1
2003 38 2;729;064033810740;7;0;1;0;0;0;0;1;0;1
2003 38 2;730;064033830626;7;0;0;0;0;1;0;0;0;1
2003 38 2;731;064033830685;7;0;0;0;0;0;0;1;0;1
2003 38 2;732;064033830665;7;0;0;0;0;0;0;1;0;1
2003 38 2;733;064033830656;7;0;0;0;0;0;0;1;0;1
2003 38 2;734;064033830667;7;0;0;0;0;0;0;1;0;1
2003 38 2;735;064033830687;7;0;0;0;0;0;0;1;0;1
2003 38 2;736;064033810965;3;0;0;0;0;1;0;0;0;0
2003 38 2;737;064033820680;3;0;0;0;0;0;0;1;0;1
2003 38 2;738;064033820683;3;0;0;0;0;0;0;1;0;1
2003 38 2;739;064033810557;3;0;0;0;0;1;0;0;0;0
2003 38 2;740;064033820589;3;0;0;0;0;0;0;1;0;1
2003 38 2;741;064033820932;3;0;0;1;0;0;0;1;0;1
2003 38 2;742;064033750865;3;0;0;0;0;0;0;1;0;0
2003 38 2;743;064033830692;3;0;0;0;0;1;0;0;0;1
2003 38 2;744;064033820602;3;0;0;0;0;0;0;1;0;1
2003 38 2;745;064033820593;3;0;0;0;0;0;0;1;0;1
2003 38 2;746;064033740735;3;0;1;0;0;0;0;1;0;0
2003 38 2;747;064033820599;3;0;0;0;0;0;0;1;0;1
2003 38 2;748;064033810766;3;0;0;0;0;1;0;0;0;0
2003 38 2;749;064033820579;3;0;0;0;0;0;0;1;0;1
2003 38 2;750;064033820498;3;0;0;0;0;0;0;1;0;1
2003 38 2;751;064033740778;10;1;0;1;0;0;0;1;0;0
2003 38 2;752;064033810865;10;0;1;0;0;1;0;0;0;0
2003 38 2;753;064033820558;10;0;0;0;0;0;0;1;0;1
2003 38 2;754;064033850603;10;0;0;0;0;1;0;0;0;1
2003 38 2;755;064033810030;10;0;1;0;0;1;0;0;1;0
2003 38 2;756;064033820560;10;0;0;0;0;0;0;1;0;1
2003 38 2;757;064033810869;10;0;0;0;0;1;0;0;0;0
2003 38 2;758;064033840708;10;0;0;1;0;1;0;0;0;1
2003 38 2;759;064033740968;10;1;0;0;0;0;0;1;0;0
2003 38 2;760;064033810866;10;0;1;0;0;1;0;0;0;0
2003 38 2;761;064033820559;10;0;0;0;0;0;0;1;0;1
2003 38 2;762;064033750917;10;0;0;0;0;0;0;1;0;0
2003 38 2;763;064033810910;10;0;0;0;0;1;0;0;0;0
2003 38 2;764;064033810732;10;0;0;0;0;1;0;0;0;0
2003 38 2;765;064033750833;10;0;0;1;0;0;0;1;0;0
2003 38 2;766;064033820499;9;0;0;0;0;0;0;1;0;1
2003 38 2;767;064033820500;9;0;0;0;0;0;0;1;0;1
2003 38 2;768;064033810516;9;0;1;0;0;1;0;0;1;0
2003 38 2;769;064033830655;9;0;0;0;0;0;0;1;0;1
2003 38 2;770;064033740658;9;0;1;0;0;0;0;1;0;0
2003 38 2;771;064033830681;9;0;0;0;0;0;0;1;0;1
2003 38 2;772;064033820737;9;0;1;0;0;0;0;1;0;0
2003 38 2;773;064033850483;9;0;0;0;0;1;0;0;0;1
2003 38 2;774;064033830744;9;0;0;0;0;0;0;1;0;0
2003 38 2;775;064033810555;9;0;1;0;0;1;0;0;1;0
2003 38 2;776;064033830672;9;0;0;0;0;0;0;1;0;1
2003 38 2;777;064033840057;9;0;0;0;0;0;0;1;0;1
2003 38 2;778;064033830745;9;0;0;0;0;0;0;1;0;0
2003 38 2;779;064033907065;9;0;1;0;0;1;0;0;0;1
2003 38 2;780;064033850728;9;0;0;0;0;0;0;1;0;1
2003 38 2;781;064033610849;8;0;0;0;0;1;1;0;0;0
2003 38 2;782;064033740021;8;0;1;0;1;0;0;1;0;0
2003 38 2;783;064033810533;8;0;0;1;0;1;0;0;0;0
2003 38 2;784;064033520064;8;0;0;0;0;1;1;0;0;0
2003 38 2;785;064033740022;8;0;1;0;1;0;0;1;0;0
2003 38 2;786;064033810021;8;0;1;0;0;1;0;0;1;0
2003 38 2;787;064033610725;8;0;0;0;0;1;1;0;0;0
