Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5
2003 38 4;508;039033831243;5;0;0;0;0;0
2003 38 4;509;039033740035;5;0;1;1;0;0
2003 38 4;510;039033730395;5;1;0;0;0;0
2003 38 4;511;039033740046;5;0;0;0;1;1
2003 38 4;512;039033740363;9;0;0;0;0;0
2003 38 4;513;039033230257;9;1;0;0;0;0
2003 38 4;514;039033730447;9;0;0;0;0;0
2003 38 4;515;039033831184;9;0;0;0;0;1
2003 38 4;516;039033740306;9;1;0;0;0;0
2003 38 4;517;039033750229;9;0;0;0;0;0
2003 38 4;518;039033831194;10;0;0;0;0;1
2003 38 4;519;039033730475;10;1;0;0;0;0
2003 38 4;520;039033730344;10;0;0;0;0;0
2003 38 4;521;039033730735;10;0;0;0;0;0
2003 38 4;522;039033840882;10;1;0;0;0;1
2003 38 4;523;039033730846;10;0;0;0;0;0
2003 38 4;524;039033741518;10;0;0;0;0;0
2003 38 4;525;039033831076;10;1;0;0;0;0
2003 38 4;526;039033741129;10;0;0;0;0;1
2003 38 4;527;039033841096;10;0;0;0;0;0
2003 38 4;528;039033831024;6;1;0;0;0;0
2003 38 4;529;039033831056;6;0;0;0;0;0
2003 38 4;530;039033920102;6;0;0;0;1;1
2003 38 4;531;039033831055;6;1;0;0;0;0
2003 38 4;532;039033730384;6;0;0;0;0;0
2003 38 4;533;039033730279;6;0;0;0;0;0
2003 38 4;534;039033840912;10;1;0;0;0;1
2003 38 4;535;039033841130;10;0;0;0;0;0
2003 38 4;536;039033740161;10;0;1;0;0;0
2003 38 4;537;039033810223;10;0;0;1;0;0
2003 38 4;538;039033841146;10;0;0;0;0;0
2003 38 4;539;039033840913;10;1;0;0;0;1
2003 38 4;540;039033741188;13;0;0;0;0;0
2003 38 4;541;039033831395;13;0;0;0;0;0
2003 38 4;542;039033750252;13;0;0;0;0;0
2003 38 4;543;039033840902;10;1;0;0;0;1
2003 38 4;544;039033841392;1;0;0;0;0;0
2003 38 4;545;039033740815;1;0;0;0;0;0
2003 38 4;546;039033841175;1;0;0;0;0;0
2003 38 4;547;039033840815;5;1;0;0;0;1
2003 38 4;548;039033730580;5;0;0;0;0;0
2003 38 4;549;039033650090;5;0;0;0;1;0
2003 38 4;550;039033831026;5;1;0;0;0;0
2003 38 4;551;039033741466;6;0;0;0;0;1
2003 38 4;552;039033841055;6;0;0;0;0;0
2003 38 4;553;039033841114;6;0;0;0;0;0
2003 38 4;554;039033830978;6;1;0;0;0;0
2003 38 4;555;039033740285;6;0;0;0;0;1
2003 38 4;556;039033740625;9;0;0;0;0;0
2003 38 4;557;039033831064;9;1;0;0;0;0
2003 38 4;558;039033740769;9;0;0;0;0;0
2003 38 4;559;039033740727;9;0;0;0;0;0
2003 38 4;560;039033741240;9;0;0;0;0;1
2003 38 4;561;039033831042;9;1;0;0;0;0
2003 38 4;562;039033740292;9;0;0;0;0;0
2003 38 4;563;039033740010;9;0;1;1;0;0
2003 38 4;564;039033831003;9;1;0;0;0;0
2003 38 4;565;039033740767;9;0;0;0;0;0
2003 38 4;566;039033741128;9;0;0;0;0;1
2003 38 4;567;039033831071;9;1;0;0;0;0
2003 38 4;568;039033741223;9;0;0;0;0;0
2003 38 4;569;039033740308;9;0;0;0;0;0
2003 38 4;570;039033830977;9;1;0;0;0;0
2003 38 4;571;039033520125;3;0;0;0;1;1
2003 38 4;572;039033730417;3;0;0;0;0;0
2003 38 4;573;039033730403;3;1;0;0;0;0
2003 38 4;574;039033810277;3;0;0;0;0;0
2003 38 4;575;039033740627;3;0;0;0;0;1
2003 38 4;576;039033750104;3;1;0;0;0;0
2003 38 4;577;039033730710;9;0;0;0;0;0
2003 38 4;578;039033730383;9;0;0;0;0;0
2003 38 4;579;039033840729;9;1;0;0;0;1
2003 38 4;580;039033730380;9;0;0;0;0;0
2003 38 4;581;039033831084;9;0;0;0;0;0
2003 38 4;582;039033841117;6;0;0;0;0;0
2003 38 4;583;039033840947;6;1;0;0;0;1
2003 38 4;584;039033841024;6;0;0;0;0;0
2003 38 4;585;039033841051;6;0;0;0;0;0
2003 38 4;586;039033830973;6;1;0;0;0;0
2003 38 4;587;039033740432;6;0;0;0;0;1
2003 38 4;588;039033841121;6;0;0;0;0;0
2003 38 4;589;039033830980;9;1;0;0;0;0
2003 38 4;590;039033450681;9;0;0;0;1;0
2003 38 4;591;039033741618;1;0;1;1;0;1
2003 38 4;592;039033750018;1;1;0;0;0;0
2003 38 4;593;039033841044;1;0;0;0;0;0
2003 38 4;594;039033841147;1;0;0;0;0;0
2003 38 4;595;039033840723;9;1;0;0;0;1
2003 38 4;596;039033831354;9;0;0;0;0;0
2003 38 4;597;039033730802;9;0;0;0;0;0
2003 38 4;598;039033840680;9;1;0;0;0;1
2003 38 4;599;039033831358;9;0;0;0;0;0
2003 38 4;600;039033831007;9;0;0;0;0;0
2003 38 4;601;039033830199;9;0;0;0;0;0
2003 38 4;602;039033840705;9;1;0;0;0;1
2003 38 4;603;039033730786;9;0;0;0;0;0
2003 38 4;604;039033830981;9;0;0;0;0;0
2003 38 4;605;039033831075;9;1;0;0;0;0
2003 38 4;606;039033730337;7;0;0;0;0;1
2003 38 4;607;039033710522;8;0;0;0;1;0
2003 38 4;608;039033831009;8;0;0;0;0;0
2003 38 4;609;039033831199;13;1;0;0;0;0
2003 38 4;610;039033730803;7;0;0;0;0;1
2003 38 4;611;039033730287;7;0;0;0;0;0
2003 38 4;612;039033830982;7;0;0;0;0;0
2003 38 4;613;039033831343;7;0;0;0;0;0
2003 38 4;614;039033840846;7;1;0;0;0;1
2003 38 4;615;039033750250;13;0;0;0;0;0
2003 38 4;616;039033730523;13;0;0;0;0;0
2003 38 4;617;039033740045;13;0;1;1;0;0
2003 38 4;618;039033730652;13;0;0;0;0;0
2003 38 4;619;039033840875;10;1;0;0;0;1
2003 38 4;620;039033741456;4;0;0;0;0;0
2003 38 4;621;039033831317;11;0;0;0;0;0
2003 38 4;622;039033831167;11;0;0;0;0;0
2003 38 4;623;039033840919;11;1;0;0;0;1
2003 38 4;624;039033841013;11;0;0;0;0;0
2003 38 4;625;039033640290;11;0;0;0;1;0
2003 38 4;626;039033840937;11;1;0;0;0;1
2003 38 4;627;039033831205;8;0;0;0;0;0
2003 38 4;628;039033831320;8;0;0;0;0;0
2003 38 4;629;039033750075;14;1;0;0;0;0
2003 38 4;630;039033841148;10;0;0;0;0;0
2003 38 4;631;039033741214;10;0;0;0;0;1
2003 38 4;632;039033750068;13;1;0;0;0;0
2003 38 4;633;039033831006;13;0;0;0;0;0
2003 38 4;634;039033831098;13;0;0;0;0;0
2003 38 4;635;039033840933;11;1;0;0;0;1
2003 38 4;636;039033741525;14;0;0;0;0;0
2003 38 4;637;039033830989;14;0;0;0;0;0
2003 38 4;638;039033831416;14;0;0;0;0;0
2003 38 4;639;039033740112;12;1;0;0;0;1
2003 38 4;640;039033730609;8;0;0;0;0;0
2003 38 4;641;039033730050;8;0;0;0;0;0
2003 38 4;642;039033831067;8;1;0;0;0;0
2003 38 4;643;039033750169;8;0;0;0;1;0
2003 38 4;644;039033810112;9;0;1;0;0;1
2003 38 4;645;039033750097;9;1;0;1;0;0
2003 38 4;646;039033831367;9;0;0;0;0;0
2003 38 4;647;039033831402;2;0;0;0;0;0
2003 38 4;648;039033840894;10;1;0;0;0;1
2003 38 4;649;039033650433;3;0;0;0;0;0
2003 38 4;650;039033741531;3;0;0;0;0;0
2003 38 4;651;039033750102;3;1;0;0;0;0
2003 38 4;652;039033741345;3;0;0;0;0;0
2003 38 4;653;039033730258;3;0;0;0;0;0
2003 38 4;654;039033810129;3;0;0;0;0;0
2003 38 4;655;039033740234;3;1;0;0;0;1
2003 38 4;656;039033730550;3;0;0;0;0;0
2003 38 4;657;039033730668;3;0;0;0;0;0
2003 38 4;658;039033830972;3;1;0;0;0;1
2003 38 4;659;039033831451;3;0;0;0;0;0
2003 38 4;660;039033831014;3;0;0;0;0;0
2003 38 4;661;039033841036;1;0;0;0;0;0
2003 38 4;662;039033840758;1;1;0;0;0;1
2003 38 4;663;039033740031;1;0;0;0;1;0
2003 38 4;664;039033841101;1;0;0;0;0;0
2003 38 4;665;039033750015;1;1;0;0;0;0
2003 38 4;666;039033830148;1;0;0;0;0;1
2003 38 4;667;039033841042;1;0;0;0;0;0
2003 38 4;668;039033741365;1;1;0;0;0;0
2003 38 4;669;039033831661;12;0;0;0;0;0
2003 38 4;670;039033831092;12;0;0;0;0;0
2003 38 4;671;039033730542;6;1;1;1;0;1
2003 38 4;672;039033841049;6;0;0;0;0;0
2003 38 4;673;039033741368;6;0;0;0;0;0
2003 38 4;674;039033750200;6;1;0;0;0;0
2003 38 4;675;039033840649;6;0;0;0;0;1
2003 38 4;676;039033841023;6;0;0;0;0;0
2003 38 4;677;039033750017;6;1;0;0;0;0
2003 38 4;678;039033740622;6;0;0;0;0;0
2003 38 4;679;039033740613;5;0;0;0;0;1
2003 38 4;680;039033730771;5;0;0;0;0;0
2003 38 4;681;039033831066;5;1;0;0;0;0
2003 38 4;682;039033730353;5;0;0;0;0;0
2003 38 4;683;039033831046;5;0;0;0;1;1
2003 38 4;684;039033831010;3;0;0;0;0;0
2003 38 4;685;039033750164;3;1;0;0;0;0
2003 38 4;686;039033730461;3;0;0;0;0;0
2003 38 4;687;039033730797;1;0;1;0;0;1
2003 38 4;688;039033841109;1;1;0;0;0;0
2003 38 4;689;039033841020;1;0;0;0;0;0
2003 38 4;690;039033841142;1;0;0;0;0;0
2003 38 4;691;039033840755;1;1;0;0;0;1
2003 38 4;692;039033841141;1;0;0;0;0;0
2003 38 4;693;039033841150;1;0;0;0;0;0
2003 38 4;694;039033840783;1;1;0;0;0;1
2003 38 4;695;039033831217;13;0;0;0;0;0
2003 38 4;696;039033730608;13;0;0;0;0;0
2003 38 4;697;039033831360;13;0;0;0;0;0
2003 38 4;698;039033840880;10;1;0;0;0;1
2003 38 4;699;039033841124;5;0;0;0;0;0
2003 38 4;700;039033841220;5;0;0;0;0;0
2003 38 4;701;039033750149;5;0;0;0;1;0
2003 38 4;702;039033840685;9;1;0;0;0;1
2003 38 4;703;039033730721;9;0;0;0;0;0
2003 38 4;704;039033831058;9;0;0;0;0;0
2003 38 4;705;039033750098;9;1;0;1;0;0
2003 38 4;706;039033741333;9;0;0;0;0;1
2003 38 4;707;039033831324;9;0;0;0;0;0
2003 38 4;708;039033831332;9;0;0;0;0;0
2003 38 4;709;039033750065;9;1;0;0;0;0
2003 38 4;710;039033831374;9;0;0;0;0;0
2003 38 4;711;039033810165;9;0;1;0;0;1
2003 38 4;712;039033750064;9;1;0;0;0;0
2003 38 4;713;039033831271;9;0;0;0;0;0
2003 38 4;714;039033841014;11;0;0;0;0;0
2003 38 4;715;039033840935;11;1;0;0;0;1
2003 38 4;716;039033740810;11;0;0;0;0;0
2003 38 4;717;039033741546;11;0;0;0;0;0
2003 38 4;718;039033741541;11;1;0;0;0;0
2003 38 4;719;039033741430;13;0;0;0;1;0
2003 38 4;720;039033730361;13;0;0;0;0;0
2003 38 4;721;039033841061;9;1;0;0;0;1
2003 38 4;722;039033831361;9;0;0;0;0;0
2003 38 4;723;039033550374;9;0;0;0;0;0
2003 38 4;724;039033750021;9;1;0;0;0;0
2003 38 4;725;039033740611;9;0;0;0;0;1
2003 38 4;726;039033831015;3;0;0;0;0;0
2003 38 4;727;039033750067;3;1;0;0;0;0
2003 38 4;728;039033420673;8;0;0;0;0;0
2003 38 4;729;039033840601;8;0;0;0;0;0
2003 38 4;730;039033841025;8;0;0;0;0;0
2003 38 4;731;039033840883;10;1;0;0;0;1
2003 38 4;732;039033740578;10;0;0;0;0;0
2003 38 4;733;039033840638;10;0;0;1;0;0
2003 38 4;734;039033750063;9;1;0;0;0;0
2003 38 4;735;039033741023;13;0;0;0;0;1
2003 38 4;736;039033741429;13;0;0;0;1;0
2003 38 4;737;039033730549;13;0;0;0;0;0
2003 38 4;738;039033831299;13;0;1;0;0;0
2003 38 4;739;039033840899;10;1;0;0;0;1
2003 38 4;740;039033831357;13;0;0;0;0;0
2003 38 4;741;039033831318;13;0;0;0;0;0
2003 38 4;742;039033750248;13;0;0;0;0;0
2003 38 4;743;039033730362;13;0;0;0;0;0
2003 38 4;744;039033840934;11;1;0;0;0;1
2003 38 4;745;039033841115;11;0;0;0;0;0
2003 38 4;746;039033831378;9;0;0;0;0;0
2003 38 4;747;039033730324;9;0;0;0;0;0
2003 38 4;748;039033840720;9;1;0;0;0;1
2003 38 4;749;039033740710;13;0;0;0;0;0
2003 38 4;750;039033740711;13;0;0;0;0;0
2003 38 4;751;039033750069;13;1;0;0;0;0
2003 38 4;752;039033750183;13;0;0;0;1;0
2003 38 4;753;039033841222;13;0;0;0;0;0
2003 38 4;754;039033840679;9;1;0;0;0;1
2003 38 4;755;039033730486;9;0;0;0;0;0
2003 38 4;756;039033730838;9;0;0;0;0;0
2003 38 4;757;039033831316;9;0;0;0;0;0
2003 38 4;758;039033840742;9;1;0;0;0;1
2003 38 4;759;039033730521;9;0;0;0;0;0
2003 38 4;760;039033730448;9;0;0;0;0;0
2003 38 4;761;039033730518;9;0;0;0;0;0
2003 38 4;762;039033750020;9;1;0;0;0;0
2003 38 4;763;039033730538;1;0;0;1;0;0
2003 38 4;764;039033730345;9;0;1;0;0;1
2003 38 4;765;039033741412;9;1;0;0;0;0
2003 38 4;766;039033730039;9;0;0;0;0;0
2003 38 4;767;039033740764;9;0;0;0;0;0
2003 38 4;768;039033841048;9;1;0;0;0;1
2003 38 4;769;039033740325;9;0;0;0;0;0
2003 38 4;770;039033730284;9;0;0;0;1;0
2003 38 4;771;039033050150;9;1;0;0;0;0
2003 38 4;772;039033841198;9;0;0;0;0;1
2003 38 4;773;039033841037;9;0;0;0;0;0
2003 38 4;774;039033841098;9;0;0;0;0;0
2003 38 4;775;039033840687;9;1;0;0;0;1
2003 38 4;776;039033841129;9;0;0;0;0;0
2003 38 4;777;039033841050;9;0;0;0;0;0
2003 38 4;778;039033840694;9;1;0;0;0;1
2003 38 4;779;039033841035;9;0;0;0;0;0
2003 38 4;780;039033730504;7;0;0;0;0;0
2003 38 4;781;039033831472;7;0;0;0;0;0
2003 38 4;782;039033840850;7;1;0;0;0;1
2003 38 4;783;039033750153;7;0;0;0;0;0
2003 38 4;784;039033640224;7;0;0;0;0;0
2003 38 4;785;039033920222;7;0;0;0;0;0
2003 38 4;786;039033840847;7;1;0;0;0;1
2003 38 4;787;039033740282;7;0;0;0;0;0
2003 38 4;788;039033831045;9;0;0;0;1;0
2003 38 4;789;039033841204;9;1;0;0;0;0
2003 38 4;790;039033740540;9;0;0;1;0;1
2003 38 4;791;039033841054;9;0;0;0;0;0
2003 38 4;792;039033741256;9;1;0;0;0;0
2003 38 4;793;039033841100;9;0;0;0;0;0
2003 38 4;794;039033631241;9;0;1;0;0;1
2003 38 4;795;039033841040;9;0;0;0;0;0
2003 38 4;796;039033740552;9;1;0;0;0;0
2003 38 4;797;039033841205;9;0;0;0;0;0
2003 38 4;798;039033841221;9;0;0;0;0;0
2003 38 4;799;039033840718;9;1;0;0;0;1
2003 38 4;800;039033831085;12;0;0;0;0;0
2003 38 4;801;039033831163;12;0;0;0;0;0
2003 38 4;802;039033850097;12;0;0;0;0;0
2003 38 4;803;039033840839;7;1;0;0;0;1
2003 38 4;804;039033841112;7;0;0;0;0;0
2003 38 4;805;039033841102;7;0;0;0;0;0
2003 38 4;806;039033841018;5;0;0;0;0;0
2003 38 4;807;039033740563;5;1;0;0;0;0
2003 38 4;808;039033831099;7;0;0;0;0;1
2003 38 4;809;039033841140;7;0;0;0;0;0
2003 38 4;810;039033740587;13;1;0;0;1;0
2003 38 4;811;039033841094;13;0;0;0;0;0
2003 38 4;812;039033841041;13;0;0;0;0;0
2003 38 4;813;039033840892;10;1;0;0;0;1
2003 38 4;814;039033841139;7;0;0;0;0;0
2003 38 4;815;039033841015;7;0;0;0;0;0
2003 38 4;816;039033831078;7;1;0;0;0;0
2003 38 4;817;039033741237;7;0;0;0;0;1
2003 38 4;818;039033841017;5;0;0;0;0;0
2003 38 4;819;039033741367;5;1;0;0;0;0
2003 38 4;820;039033840015;12;0;0;0;0;0
2003 38 4;821;039033741319;12;0;0;0;0;1
2003 38 4;822;039033841062;5;1;0;0;0;0
2003 38 4;823;039033730143;5;0;1;1;0;0
2003 38 4;824;039033740651;5;0;0;0;0;0
2003 38 4;825;039033840841;7;1;0;0;0;1
2003 38 4;826;039033841016;7;0;0;0;0;0
2003 38 4;827;039033740724;7;0;0;0;0;0
2003 38 4;828;039033750016;7;1;0;0;0;0
2003 38 4;829;039033650341;7;0;0;0;0;0
2003 38 4;830;039033750195;10;0;0;0;1;1
2003 38 4;831;039033841107;10;1;0;0;0;0
2003 38 4;832;039033740747;10;0;0;0;0;0
2003 38 4;833;039033740750;10;0;0;0;0;0
2003 38 4;834;039033840885;10;1;0;0;0;1
2003 38 4;835;039033750369;14;0;0;0;0;0
2003 38 4;836;039033831270;14;0;0;0;0;0
2003 38 4;837;039033750107;2;1;0;0;0;0
2003 38 4;838;039033650355;12;0;0;0;0;1
2003 38 4;839;039033831082;3;0;0;0;0;0
2003 38 4;840;039033750103;3;1;0;0;0;0
2003 38 4;841;039033841177;9;0;0;0;0;0
2003 38 4;842;039033841058;9;0;0;0;0;1
2003 38 4;843;039033841143;9;0;0;0;0;0
2003 38 4;844;039033740781;9;1;0;0;0;0
2003 38 4;845;039033841026;8;0;0;0;0;0
2003 38 4;846;039033740076;8;0;0;0;0;1
2003 38 4;847;039033741420;8;0;0;0;0;0
2003 38 4;848;039033511398;8;0;0;0;1;0
2003 38 4;849;039033750022;6;1;0;0;0;0
2003 38 4;850;039033730752;6;0;1;0;0;1
2003 38 4;851;039033741524;13;0;0;1;0;0
2003 38 4;852;039033841123;13;0;0;0;0;0
2003 38 4;853;039033840872;10;1;0;0;0;1
2003 38 4;854;039033841065;10;0;0;0;0;0
2003 38 4;855;039033841064;10;0;0;0;0;0
2003 38 4;856;039033840996;10;1;0;0;0;0
2003 38 4;857;039033740086;2;0;0;0;0;1
2003 38 4;858;039033730809;2;0;0;0;0;0
2003 38 4;859;039033831018;2;0;0;0;0;0
2003 38 4;860;039033750106;2;1;0;0;0;0
2003 38 4;861;039033741090;2;0;0;0;0;1
2003 38 4;862;039033831207;2;0;0;0;0;0
2003 38 4;863;039033750184;2;1;0;0;0;0
2003 38 4;864;039033841028;2;0;0;0;0;0
2003 38 4;865;039033841021;9;0;0;0;0;0
2003 38 4;866;039033840752;9;1;0;0;0;1
2003 38 4;867;039033830974;9;0;0;0;1;0
2003 38 4;868;039033841022;9;0;0;0;0;0
2003 38 4;869;039033841099;9;1;0;0;0;0
2003 38 4;870;039033841032;13;0;0;0;0;0
2003 38 4;871;039033841046;13;0;0;0;0;0
2003 38 4;872;039033841001;13;0;0;0;0;1
2003 38 4;873;039033750074;13;1;0;0;0;0
2003 38 4;874;039033841012;13;0;0;0;0;0
2003 38 4;875;039033841154;13;0;0;0;0;0
2003 38 4;876;039033330458;13;0;1;1;0;1
2003 38 4;877;039033750135;13;1;0;0;0;0
2003 38 4;878;039033841137;13;0;0;0;0;0
2003 38 4;879;039033841011;13;0;0;0;0;0
2003 38 4;880;039033840787;1;1;0;0;0;1
2003 38 4;881;039033841138;13;0;0;0;0;0
2003 38 4;882;039033841151;13;0;0;0;0;0
2003 38 4;883;039033841162;13;0;0;0;0;0
2003 38 4;884;039033741003;13;1;0;0;0;1
2003 38 4;885;039033831048;13;0;0;0;1;0
2003 38 4;886;039033841161;13;0;0;0;0;0
2003 38 4;887;039033841110;13;1;0;0;0;0
2003 38 4;888;039033841128;13;0;0;0;0;0
2003 38 4;889;039033741292;13;0;0;0;0;0
2003 38 4;890;039033840914;10;1;0;0;0;1
2003 38 4;891;039033841039;9;0;0;0;0;0
2003 38 4;892;039033740686;9;0;0;0;0;0
2003 38 4;893;039033841111;9;1;0;0;0;0
2003 38 4;894;039033841145;9;0;0;0;0;0
2003 38 4;895;039033841127;9;0;0;0;0;0
2003 38 4;896;039033840746;9;1;0;0;0;1
2003 38 4;897;039033741317;8;0;0;0;0;0
2003 38 4;898;039033730163;8;0;1;1;0;0
2003 38 4;899;039033740372;9;0;0;0;0;0
2003 38 4;900;039033740678;9;0;0;0;0;0
2003 38 4;901;039033750762;9;0;0;0;0;1
2003 38 4;902;039033841090;9;1;0;0;0;0
2003 38 4;903;039033741305;9;0;0;0;0;0
2003 38 4;904;039033830182;9;0;0;0;1;0
2003 38 4;905;039033841113;9;0;0;0;0;1
2003 38 4;906;039033841045;9;1;0;0;0;0
2003 38 4;907;039033841144;9;0;0;0;0;0
2003 38 4;908;039033740679;9;0;0;0;0;0
2003 38 4;909;039033840683;9;1;0;0;0;1
2003 38 4;910;039033741475;9;0;0;0;0;0
2003 38 4;911;039033741329;9;0;0;0;0;0
2003 38 4;912;039033740685;9;0;0;0;0;0
2003 38 4;913;039033840709;9;1;0;0;0;1
2003 38 4;914;039033740671;9;0;0;0;0;0
2003 38 4;915;039033841159;9;0;0;0;0;0
2003 38 4;916;039033841108;9;1;0;0;0;0
2003 38 4;917;039033841097;9;0;0;0;0;1
2003 38 4;918;039033740754;3;0;0;0;0;0
2003 38 4;919;039033750066;3;1;0;0;0;0
2003 38 4;920;039033841030;3;0;0;0;0;0
2003 38 4;921;039033740431;10;0;0;0;0;1
2003 38 4;922;039033740624;10;1;0;0;1;0
2003 38 4;923;039033740709;13;0;0;0;0;0
2003 38 4;924;039033741498;8;0;0;0;0;0
2003 38 4;925;039033710147;8;1;1;1;0;1
2003 38 4;926;039033740743;8;0;0;0;0;0
2003 38 4;927;039033740735;8;0;0;0;0;0
2003 38 4;928;039033841157;8;1;0;0;0;0
2003 38 4;929;039033831183;8;0;0;0;0;1
2003 38 4;930;039033911377;8;0;0;0;0;0
2003 38 4;931;039033841091;9;1;0;0;0;0
2003 38 4;932;039033841133;9;0;0;0;0;0
2003 38 4;933;039033841119;9;0;0;0;0;0
2003 38 4;934;039033840740;9;1;0;0;0;1
2003 38 4;935;039033831258;14;0;0;0;0;0
2003 38 4;936;039033841149;14;0;0;0;0;0
2003 38 4;937;039033840917;10;1;0;0;0;1
2003 38 4;938;039033640502;10;0;0;0;1;0
2003 38 4;939;039033740662;1;0;0;0;0;0
2003 38 4;940;039033841019;1;0;0;0;0;0
2003 38 4;941;039033740295;1;0;0;0;0;1
2003 38 4;942;039033841053;1;1;0;0;0;0
2003 38 4;943;039033740655;1;0;0;0;0;0
2003 38 4;944;039033740614;1;0;0;0;0;0
2003 38 4;945;039033840763;1;1;0;0;0;1
2003 38 4;946;039033740340;1;0;0;0;0;0
2003 38 4;947;039033740659;1;0;0;0;0;0
2003 38 4;948;039033740799;3;1;0;0;0;0
2003 38 4;949;039033841176;3;0;0;0;0;0
2003 38 4;950;039033841122;9;0;0;0;0;0
2003 38 4;951;039033840737;9;1;0;0;0;1
2003 38 4;952;039033841160;9;0;0;0;0;0
2003 38 4;953;039033831047;1;0;1;1;0;0
2003 38 4;954;039033830124;6;1;0;0;1;0
