Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;LPRC15;LPRC16;LPRC17;LPRC18
2003 38 1;1;025033810948;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;2;025033810932;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;3;025033930107;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;4;025033810469;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;5;025033820154;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;6;025033810925;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;7;025034020421;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;8;025033830090;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;9;025033830618;9;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;10;025034020159;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;11;025033550368;14;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;12;025033810668;14;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
2003 38 1;13;025033810483;8;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;14;025033810904;8;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;15;025033810101;17;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2003 38 1;16;025033540187;17;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2003 38 1;17;025033810016;15;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 1;18;025033810025;15;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 1;19;025033820108;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;20;025033810331;6;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;21;025033830163;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;22;025033810318;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;23;025033740606;3;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;24;025033810958;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;25;025033810297;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;26;025033810122;3;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;27;025033810890;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2003 38 1;28;025033810526;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;29;025033810954;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;30;025033821088;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;31;025033810041;18;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1
2003 38 1;32;025033810803;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;33;025033810883;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;34;025033620488;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;35;025033810131;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;36;025033810198;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;37;025033830188;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;38;025033830179;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;39;025033810120;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;40;025033520101;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;41;025033810938;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;42;025033810614;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;43;025033810951;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;44;025033840365;12;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;45;025033750113;12;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;46;025033810936;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;47;025033810965;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;48;025033820519;3;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;49;025033810510;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;50;025033830175;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;51;025033830192;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;52;025033810960;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;53;025033810975;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;54;025033810327;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;55;025033810050;18;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1
2003 38 1;56;025033820869;11;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;57;025033820991;11;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1
2003 38 1;58;025033820842;11;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;59;025033810650;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;60;025033850317;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;61;025033810470;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;62;025033820911;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;63;025033820999;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;64;025033810615;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;65;025033810068;3;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
2003 38 1;66;025033810286;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;67;025033820916;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;68;025033820887;3;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
2003 38 1;69;025033810513;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;70;025033810568;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;71;025034020403;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;72;025033810104;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;73;025033810908;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;74;025033810359;11;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;75;025034010575;11;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;76;025033810443;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;77;025033810123;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;78;025033830619;9;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;79;025033810980;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;80;025033850195;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;81;025033810075;3;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
2003 38 1;82;025033810516;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;83;025033810300;11;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;84;025033820848;11;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;85;025033820048;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2003 38 1;86;025033810459;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;87;025033820138;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;88;025033810557;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;89;025033810153;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1
2003 38 1;90;025033820137;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;91;025034130199;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;92;025033820709;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;93;025033821190;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;94;025034010241;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;95;025034010243;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;96;025033820175;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;97;025033810265;6;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;98;025033810031;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;99;025033830168;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;100;025033830180;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;101;025033810979;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;102;025033820891;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;103;025033810239;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1
2003 38 1;104;025034110003;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;105;025033810977;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;106;025033820864;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2003 38 1;107;025033810340;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;108;025033810281;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;109;025033810036;18;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1
2003 38 1;110;025033820139;21;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;111;025033810613;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;112;025033820798;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;113;025033821064;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;114;025033820851;11;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;115;025033810447;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;116;025033810434;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;117;025033820850;11;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;118;025033750190;11;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;119;025033820611;11;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
2003 38 1;120;025033820849;11;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;121;025033821094;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;122;025033850325;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1
2003 38 1;123;025033930108;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;124;025033821096;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;125;025033830162;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;126;025033820220;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
2003 38 1;127;025033810272;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;128;025033810539;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;129;025033820889;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;130;025033520106;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;131;025033810622;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;132;025033810929;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;133;025034010260;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;134;025033810472;4;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;135;025033810959;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
2003 38 1;136;025033520103;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;137;025033810850;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;138;025033840355;9;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;139;025033530129;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;140;025033820094;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;141;025033810145;7;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;142;025033750497;7;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;143;025033810429;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;144;025033820239;7;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0
2003 38 1;145;025033930110;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;146;025033821091;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
2003 38 1;147;025033750064;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;148;025033810254;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;149;025033810435;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;150;025033810439;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;151;025033810264;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;152;025033820582;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
2003 38 1;153;025033810934;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003 38 1;154;025033820945;5;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;155;025034140240;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;156;025033810953;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;157;025033810461;5;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;158;025033930129;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;159;025033820166;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
2003 38 1;160;025033830167;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;161;025033830187;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;162;025033810617;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 1;163;025033930106;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;164;025033810901;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;165;025033810467;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;166;025033930112;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;167;025033810906;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003 38 1;168;025033810910;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;169;025033930111;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;170;025033810261;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;171;025033810554;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;172;025033520100;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;173;025033810571;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;174;025033810319;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;175;025033750324;3;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;176;025033810875;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;177;025033830200;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;178;025033830196;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;179;025033820099;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;180;025033820720;7;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1
2003 38 1;181;025033810450;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;182;025033540190;17;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2003 38 1;183;025033830122;11;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0
2003 38 1;184;025033820376;11;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;185;025033820833;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;186;025033810864;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;187;025033820620;3;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;188;025033810967;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;189;025033810922;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
2003 38 1;190;025033520107;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;191;025033820917;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;192;025033810171;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
2003 38 1;193;025033810974;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;194;025033830191;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;195;025033830181;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;196;025033810874;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;197;025033940122;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;198;025033810937;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;199;025033810224;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;200;025033820966;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;201;025033750104;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2003 38 1;202;025033810475;4;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;203;025033810200;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;204;025033820897;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;205;025033810298;3;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;206;025033520109;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;207;025033810878;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;208;025033840366;12;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;209;025034010574;12;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;210;025033810449;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;211;025033810438;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;212;025033810437;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;213;025033810939;8;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;214;025033820226;8;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;215;025033810436;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;216;025033540180;17;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2003 38 1;217;025033830186;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;218;025033820214;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
2003 38 1;219;025033820105;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;220;025033810028;7;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;221;025033750325;7;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;222;025033820182;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;223;025033750614;7;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;224;025033820678;7;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;225;025033810032;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
2003 38 1;226;025033820093;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;227;025033820664;7;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;228;025033810019;15;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 1;229;025033810211;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;230;025033810688;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
