Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;LPRC1;LPRC2
2003 38 2;379;064033830803;1;0;0;0;0;1;0;0;0;1
2003 38 2;380;064033820872;1;0;0;0;0;0;0;1;0;1
2003 38 2;381;064033750793;1;1;0;0;0;0;0;1;0;0
2003 38 2;382;064033820917;1;0;0;0;0;0;0;1;0;1
2003 38 2;383;064033820914;1;0;0;0;0;0;0;1;0;1
2003 38 2;384;064033810589;9;0;1;0;0;1;0;0;1;0
2003 38 2;385;064033750748;9;0;0;0;0;0;0;1;0;0
2003 38 2;386;064033741166;9;0;1;0;1;0;0;1;0;0
2003 38 2;387;064033810536;9;0;0;1;0;1;0;0;0;0
2003 38 2;388;064033420026;9;0;0;0;0;1;1;0;0;0
2003 38 2;389;064033820839;10;0;0;0;0;0;0;1;0;1
2003 38 2;390;064033810868;10;0;0;0;0;1;0;0;0;0
2003 38 2;391;064033820558;10;0;0;0;0;0;0;1;0;1
2003 38 2;392;064033741147;10;1;0;0;0;0;0;1;0;0
2003 38 2;393;064033820560;10;0;0;0;0;0;0;1;0;1
2003 38 2;394;064033840050;12;0;0;1;0;0;0;1;0;1
2003 38 2;395;064033830654;12;0;0;0;0;1;0;0;0;1
2003 38 2;396;064033850817;12;0;1;0;0;1;0;0;0;0
2003 38 2;397;064033830747;12;0;0;0;0;0;0;1;0;0
2003 38 2;398;064033820500;12;0;0;0;0;0;0;1;0;1
2003 38 2;399;064033850579;12;0;0;0;0;1;0;0;0;1
2003 38 2;400;064033810953;12;0;1;0;0;1;0;0;1;0
2003 38 2;401;064033820751;12;1;0;0;0;0;0;1;0;1
2003 38 2;402;064033741170;12;0;1;0;1;0;0;1;0;0
2003 38 2;403;064033820650;8;0;0;0;0;0;0;1;0;1
2003 38 2;404;064033820653;8;0;0;0;0;0;0;1;0;1
2003 38 2;405;064033830647;8;0;0;0;0;1;0;0;0;1
2003 38 2;406;064033820664;8;0;0;0;0;0;0;1;0;1
2003 38 2;407;064033820581;8;0;0;0;0;0;0;1;0;1
2003 38 2;408;064033820600;8;0;0;0;0;0;0;1;0;1
2003 38 2;409;064033810869;10;0;0;0;0;1;0;0;0;0
2003 38 2;410;064033810550;10;0;0;1;0;1;0;0;0;0
2003 38 2;411;064033740968;10;1;0;0;0;0;0;1;0;0
2003 38 2;412;064033810866;10;0;1;0;0;1;0;0;0;0
2003 38 2;413;064033820559;10;0;0;0;0;0;0;1;0;1
2003 38 2;414;064033810910;10;0;0;0;0;1;0;0;0;0
2003 38 2;415;064033810867;10;0;1;0;0;1;0;0;0;0
2003 38 2;416;064033750917;10;0;0;0;0;0;0;1;0;0
2003 38 2;417;064033810029;10;0;1;0;0;1;0;0;1;0
2003 38 2;418;064033840708;10;0;0;1;0;1;0;0;0;1
2003 38 2;419;064033740756;10;1;0;0;0;0;0;1;0;0
2003 38 2;420;064033810529;10;0;1;0;0;1;0;0;0;0
2003 38 2;421;064033910744;7;0;0;0;0;1;0;0;0;1
2003 38 2;422;064033840798;7;0;0;0;0;0;0;1;0;1
2003 38 2;423;064033910734;7;0;0;0;0;1;0;0;0;1
2003 38 2;424;064033910714;7;0;0;0;0;1;0;0;0;1
2003 38 2;425;064033840687;7;0;0;0;0;0;0;1;0;1
2003 38 2;426;064033910738;7;0;0;0;0;1;0;0;0;1
2003 38 2;427;064033910733;7;0;0;0;0;1;0;0;0;1
2003 38 2;428;064033840690;7;0;0;0;0;0;0;1;0;1
2003 38 2;429;064033750029;2;1;0;1;0;1;0;0;0;0
2003 38 2;430;064033810947;2;0;1;0;0;1;0;0;1;0
2003 38 2;431;064033750832;2;0;0;0;0;0;0;1;0;0
2003 38 2;432;064033910708;7;0;0;0;0;1;0;0;0;1
2003 38 2;433;064033910757;7;0;0;0;0;1;0;0;0;1
2003 38 2;434;064033840684;7;0;0;0;0;0;0;1;0;1
2003 38 2;435;064033910731;7;0;0;0;0;1;0;0;0;1
2003 38 2;436;064033910747;7;0;0;0;0;1;0;0;0;1
2003 38 2;437;064033840569;7;0;0;0;0;0;0;1;0;1
2003 38 2;438;064033910759;7;0;0;0;0;1;0;0;0;1
2003 38 2;439;064033910718;7;0;0;0;0;1;0;0;0;1
2003 38 2;440;064033830741;13;0;0;0;0;0;0;1;0;0
2003 38 2;441;064033810523;13;1;0;0;0;1;0;0;0;1
2003 38 2;442;064033810544;13;0;0;1;0;1;0;0;0;0
2003 38 2;443;064033820606;8;0;0;0;0;0;0;1;0;1
2003 38 2;444;064033820587;8;0;1;0;0;1;0;0;0;1
2003 38 2;445;064033820597;8;0;0;0;0;0;0;1;0;1
2003 38 2;446;064033820592;8;0;0;0;0;0;0;1;0;1
2003 38 2;447;064033820603;8;0;0;0;0;0;0;1;0;1
2003 38 2;448;064033820610;8;0;0;0;0;0;0;1;0;1
2003 38 2;449;064033810934;11;0;1;0;0;1;0;0;1;0
2003 38 2;450;064033820890;11;0;0;0;0;0;0;1;0;1
2003 38 2;451;064033820770;11;0;0;0;0;0;0;1;0;0
2003 38 2;452;064033810883;11;0;0;0;0;1;0;0;0;0
2003 38 2;453;064033751048;11;0;0;0;0;0;0;1;0;0
2003 38 2;454;064033740743;9;0;1;0;1;0;0;1;0;0
2003 38 2;455;064033420015;9;0;0;0;0;1;1;0;0;0
2003 38 2;456;064033910758;7;0;0;0;0;1;0;0;0;1
2003 38 2;457;064033840059;7;0;0;0;0;0;0;1;0;1
2003 38 2;458;064033910725;7;0;0;0;0;1;0;0;0;1
2003 38 2;459;064033910736;7;0;0;0;0;1;0;0;0;1
2003 38 2;460;064033840058;7;0;0;0;0;0;0;1;0;1
2003 38 2;461;064033910720;7;0;0;0;0;1;0;0;0;1
2003 38 2;462;064033750935;1;0;0;0;0;0;0;1;0;0
2003 38 2;463;064033820904;1;0;0;0;0;0;0;1;0;1
2003 38 2;464;064033820909;1;0;0;0;0;0;0;1;0;1
2003 38 2;465;064033820882;1;0;0;0;0;0;0;1;0;1
2003 38 2;466;064033810711;1;1;0;1;0;1;0;0;0;0
2003 38 2;467;064033820896;1;0;0;0;0;0;0;1;0;1
2003 38 2;468;064033830655;12;0;0;0;0;0;0;1;0;1
2003 38 2;469;064033810517;12;0;1;0;0;1;0;0;1;0
2003 38 2;470;064033830681;12;0;0;0;0;0;0;1;0;1
2003 38 2;471;064033830672;12;0;0;0;0;0;0;1;0;1
2003 38 2;472;064033741144;12;0;1;0;0;0;0;1;0;0
2003 38 2;473;064033910709;7;0;0;0;0;1;0;0;0;1
2003 38 2;474;064033910743;7;0;0;0;0;1;0;0;0;1
2003 38 2;475;064033850834;7;0;0;0;0;0;0;1;0;1
2003 38 2;476;064033910739;7;0;0;0;0;1;0;0;0;1
2003 38 2;477;064033910717;7;0;0;0;0;1;0;0;0;1
2003 38 2;478;064033820980;3;0;0;0;0;0;0;1;0;0
2003 38 2;479;064033820845;3;0;0;0;0;0;0;1;0;1
2003 38 2;480;064033820680;3;0;0;0;0;0;0;1;0;1
2003 38 2;481;064033740735;3;0;1;0;0;0;0;1;0;0
2003 38 2;482;064033910748;7;0;0;0;0;1;0;0;0;1
2003 38 2;483;064033910727;7;0;0;0;0;1;0;0;0;1
2003 38 2;484;064033850831;7;0;0;0;0;0;0;1;0;1
2003 38 2;485;064033910715;7;0;0;0;0;1;0;0;0;1
2003 38 2;486;064033910728;7;0;0;0;0;1;0;0;0;1
2003 38 2;487;064033830358;11;0;0;0;0;0;0;1;0;0
2003 38 2;488;064033820883;11;0;0;0;0;0;0;1;0;1
2003 38 2;489;064033840688;2;0;0;0;0;0;0;1;0;1
2003 38 2;490;064033810554;2;0;1;0;0;1;0;0;1;0
2003 38 2;491;064033430338;2;0;0;0;0;1;1;0;0;1
2003 38 2;492;064033811031;2;0;1;0;0;0;0;1;0;1
2003 38 2;493;064033810830;2;0;0;0;0;1;0;0;0;0
2003 38 2;494;064033820877;1;0;0;0;0;0;0;1;0;1
2003 38 2;495;064033820908;1;0;0;0;0;0;0;1;0;1
2003 38 2;496;064033820898;1;0;0;0;0;0;0;1;0;1
2003 38 2;497;064033820875;1;0;0;0;0;0;0;1;0;1
2003 38 2;498;064033810855;5;0;1;0;0;1;0;0;0;0
2003 38 2;499;064033750977;5;0;0;0;0;0;0;1;0;0
2003 38 2;500;064033850750;5;0;1;0;0;1;0;0;0;1
2003 38 2;501;064033810503;5;0;0;0;0;1;0;0;0;0
2003 38 2;502;064033830359;10;0;0;0;0;0;0;1;0;1
2003 38 2;503;064033910557;10;0;0;1;0;0;0;1;0;1
2003 38 2;504;064033810732;10;0;0;0;0;1;0;0;0;0
2003 38 2;505;064033810515;10;0;1;0;0;1;0;0;1;0
2003 38 2;506;064033820911;1;0;0;0;0;0;0;1;0;1
2003 38 2;507;064033820881;1;0;0;0;0;0;0;1;0;1
2003 38 2;508;064033750874;1;0;0;0;0;0;0;1;0;0
2003 38 2;509;064033830801;1;0;0;0;0;1;0;0;0;1
2003 38 2;510;064033821006;1;0;0;0;0;0;0;1;0;1
2003 38 2;511;064033820905;1;0;0;0;0;0;0;1;0;1
2003 38 2;512;064033750946;1;0;0;0;0;0;0;1;0;0
2003 38 2;513;064033810907;1;0;0;0;0;1;0;0;0;1
2003 38 2;514;064033830676;1;0;0;0;0;1;0;0;0;1
2003 38 2;515;064033740649;1;1;1;0;0;0;0;1;0;0
2003 38 2;516;064033830778;1;0;0;0;0;0;0;1;0;1
2003 38 2;517;064033820865;1;0;0;0;0;0;0;1;0;1
2003 38 2;518;064033811025;1;0;1;0;0;1;0;0;1;0
2003 38 2;519;064033820895;1;0;0;0;0;0;0;1;0;1
2003 38 2;520;064033830787;1;0;0;0;0;0;0;1;0;1
2003 38 2;521;064033750714;4;0;0;0;0;1;0;0;0;0
2003 38 2;522;064033850426;4;0;0;0;0;1;0;0;0;1
2003 38 2;523;064033741152;9;0;1;0;0;0;0;1;0;0
2003 38 2;524;064033811235;9;0;0;0;0;1;0;0;0;0
2003 38 2;525;064033741158;9;0;1;0;0;0;0;1;0;0
2003 38 2;526;064033420019;9;0;0;0;0;1;1;0;0;0
2003 38 2;527;064033740024;9;0;1;0;1;0;0;1;0;0
2003 38 2;528;064033910760;7;0;0;0;0;1;0;0;0;1
2003 38 2;529;064033850830;7;0;0;0;0;0;0;1;0;1
2003 38 2;530;064033811076;4;0;0;1;0;1;0;0;0;0
2003 38 2;531;064033810977;4;0;1;0;0;1;0;0;1;0
2003 38 2;532;064033820949;1;0;0;0;0;0;0;1;0;1
2003 38 2;533;064033820849;1;0;0;0;0;0;0;1;0;1
2003 38 2;534;064033820843;1;0;0;0;0;0;0;1;0;1
2003 38 2;535;064033820850;1;0;0;0;0;0;0;1;0;1
2003 38 2;536;064033810851;1;1;0;0;0;1;0;0;0;0
2003 38 2;537;064033820853;1;0;0;0;0;0;0;1;0;1
2003 38 2;538;064033820852;1;0;0;0;0;0;0;1;0;1
2003 38 2;539;064033811000;1;0;1;0;0;0;0;1;0;1
2003 38 2;540;064033750954;1;0;0;0;0;0;0;1;0;0
2003 38 2;541;064033910729;7;0;0;0;0;1;0;0;0;1
2003 38 2;542;064033910746;7;0;0;0;0;1;0;0;0;1
2003 38 2;543;064033830744;12;0;0;0;0;0;0;1;0;0
2003 38 2;544;064033840057;12;0;0;0;0;0;0;1;0;1
2003 38 2;545;064033810516;12;0;1;0;0;1;0;0;1;0
2003 38 2;546;064033850589;12;0;0;0;0;1;0;0;0;1
2003 38 2;547;064033830745;12;0;0;0;0;0;0;1;0;0
2003 38 2;548;064033810920;14;0;0;0;0;1;0;0;0;0
2003 38 2;549;064033820851;1;0;0;0;0;0;0;1;0;1
2003 38 2;550;064033820848;1;0;0;0;0;0;0;1;0;1
2003 38 2;551;064033751007;1;0;0;0;0;0;0;1;0;1
2003 38 2;552;064033750626;4;0;0;0;0;1;0;0;0;0
2003 38 2;553;064033810716;4;1;0;0;0;1;0;0;0;1
2003 38 2;554;064033820595;8;0;0;0;0;0;0;1;0;1
2003 38 2;555;064033820607;8;0;0;0;0;0;0;1;0;1
2003 38 2;556;064033820582;8;0;0;0;0;0;0;1;0;1
2003 38 2;557;064033820596;8;0;0;0;0;0;0;1;0;1
2003 38 2;558;064033811044;11;0;1;0;0;1;0;0;1;0
2003 38 2;559;064033820855;11;0;0;0;0;0;0;1;0;1
2003 38 2;560;064033810733;11;0;0;0;0;1;0;0;0;0
2003 38 2;561;064033820661;8;0;0;0;0;0;0;1;0;1
2003 38 2;562;064033820609;8;0;0;0;0;0;0;1;0;1
2003 38 2;563;064033830766;8;0;0;0;0;0;0;1;0;1
2003 38 2;564;064033750788;14;1;0;0;0;0;0;1;0;0
2003 38 2;565;064033810552;10;0;0;1;0;1;0;0;0;0
2003 38 2;566;064033830635;8;0;0;0;0;0;0;1;0;1
2003 38 2;567;064033830663;8;0;0;0;0;0;0;1;0;1
2003 38 2;568;064033810908;4;0;0;0;0;1;0;0;0;0
2003 38 2;569;064033820507;13;0;0;0;0;0;0;1;0;1
2003 38 2;570;064033850017;13;0;0;0;0;0;0;1;0;1
2003 38 2;571;064033810972;13;0;1;0;0;1;0;0;1;0
2003 38 2;572;064033830693;8;0;0;0;0;0;0;1;0;1
2003 38 2;573;064033810760;8;0;1;0;0;0;0;1;0;1
2003 38 2;574;064033830653;8;0;0;0;0;0;0;1;0;1
2003 38 2;575;064033420021;9;0;0;0;0;1;1;0;0;0
2003 38 2;576;064033740023;9;0;1;0;1;0;0;1;0;0
2003 38 2;577;064033750050;5;0;0;1;0;1;0;0;0;0
2003 38 2;578;064033740640;5;1;1;0;0;0;0;1;0;1
2003 38 2;579;064033750830;5;0;0;0;0;0;0;1;0;0
2003 38 2;580;064033850765;5;0;1;0;0;1;0;0;0;1
2003 38 2;581;064033820676;5;0;0;0;0;0;0;1;0;1
2003 38 2;582;064033810643;5;0;1;0;0;1;0;0;1;0
2003 38 2;583;064033820649;5;0;0;0;0;0;0;1;0;1
2003 38 2;584;064033810847;4;0;0;0;0;1;0;0;0;0
2003 38 2;585;064033750910;4;0;0;1;0;0;0;1;0;0
2003 38 2;586;064033810651;4;0;0;0;0;1;0;0;0;0
2003 38 2;587;064033820829;1;0;0;0;0;0;0;1;0;1
2003 38 2;588;064033810937;1;0;1;0;0;0;0;1;0;1
2003 38 2;589;064033820780;1;0;0;0;0;0;0;1;0;1
2003 38 2;590;064033820783;1;0;0;0;0;0;0;1;0;1
2003 38 2;591;064033810686;1;0;0;0;0;1;0;0;0;0
2003 38 2;592;064033820754;1;0;0;0;0;0;0;1;0;1
2003 38 2;593;064033850826;1;1;0;0;0;0;0;1;0;1
2003 38 2;594;064033750908;1;0;0;0;0;0;0;1;0;0
2003 38 2;595;064033910723;7;0;0;0;0;1;0;0;0;1
2003 38 2;596;064033910712;7;0;0;0;0;1;0;0;0;1
2003 38 2;597;064033850833;7;0;0;0;0;0;0;1;0;1
2003 38 2;598;064033810626;5;0;1;0;0;1;0;0;1;0
2003 38 2;599;064033750825;5;0;0;0;0;0;0;1;0;0
2003 38 2;600;064033820548;5;0;0;0;0;0;0;1;0;1
2003 38 2;601;064033810819;5;0;0;0;0;1;0;0;0;0
2003 38 2;602;064033730863;5;0;1;0;0;0;0;1;0;1
2003 38 2;603;064033850027;5;0;0;1;0;0;0;1;0;1
2003 38 2;604;064033810628;5;0;1;0;0;1;0;0;1;0
2003 38 2;605;064033810801;3;0;0;0;0;1;0;0;0;0
2003 38 2;606;064033820683;3;0;0;0;0;0;0;1;0;1
2003 38 2;607;064033830692;3;0;0;0;0;1;0;0;0;1
2003 38 2;608;064033810965;3;0;0;0;0;1;0;0;0;0
2003 38 2;609;064033820589;3;0;0;0;0;0;0;1;0;1
2003 38 2;610;064033820602;3;0;0;0;0;0;0;1;0;1
2003 38 2;611;064033810557;3;0;0;0;0;1;0;0;0;0
2003 38 2;612;064033820593;3;0;0;0;0;0;0;1;0;1
2003 38 2;613;064033820932;3;0;0;1;0;0;0;1;0;1
2003 38 2;614;064033750785;1;0;0;0;0;0;0;1;0;0
2003 38 2;615;064033820720;1;0;0;0;0;0;0;1;0;1
2003 38 2;616;064033850802;1;0;0;0;0;1;0;0;0;1
2003 38 2;617;064033820672;1;0;0;0;0;0;0;1;0;1
2003 38 2;618;064033810630;5;0;1;0;0;1;0;0;1;0
2003 38 2;619;064033810715;5;0;0;0;0;1;0;0;0;0
2003 38 2;620;064033830751;5;0;0;0;0;0;0;1;0;1
2003 38 2;621;064033810526;5;1;0;0;0;1;0;0;0;0
2003 38 2;622;064033811249;5;0;0;0;0;1;0;0;0;0
2003 38 2;623;064033750806;5;0;0;0;0;0;0;1;0;0
2003 38 2;624;064033850764;5;0;1;0;0;1;0;0;0;1
2003 38 2;625;064033830700;5;0;0;0;0;0;0;1;0;1
2003 38 2;626;064033740025;9;0;1;0;1;0;0;1;0;0
2003 38 2;627;064033420024;9;0;0;0;0;1;1;0;0;0
2003 38 2;628;064033741150;9;0;1;0;0;0;0;1;0;0
2003 38 2;629;064033830690;8;0;0;0;0;0;0;1;0;1
2003 38 2;630;064033830639;8;0;0;0;0;0;0;1;0;1
2003 38 2;631;064033830678;8;0;0;0;0;0;0;1;0;1
2003 38 2;632;064033810555;12;0;1;0;0;1;0;0;1;0
2003 38 2;633;064033850483;12;0;0;0;0;1;0;0;0;1
2003 38 2;634;064033850728;12;0;0;0;0;0;0;1;0;1
2003 38 2;635;064033740658;12;0;1;0;0;0;0;1;0;0
2003 38 2;636;064033850823;12;0;0;1;0;0;0;1;0;1
2003 38 2;637;064033820737;12;0;1;0;0;0;0;1;0;0
2003 38 2;638;064033910745;7;0;0;0;0;1;0;0;0;1
2003 38 2;639;064033910722;7;0;0;0;0;1;0;0;0;1
2003 38 2;640;064033750911;7;1;0;0;0;0;0;1;0;1
2003 38 2;641;064033910753;7;0;0;0;0;1;0;0;0;1
2003 38 2;642;064033910754;7;0;0;0;0;1;0;0;0;1
2003 38 2;643;064033850832;7;0;0;0;0;0;0;1;0;1
2003 38 2;644;064033910750;7;0;0;0;0;1;0;0;0;1
2003 38 2;645;064033910724;7;0;0;0;0;1;0;0;0;1
2003 38 2;646;064033850780;7;0;0;0;0;0;0;1;0;1
2003 38 2;647;064033910749;7;0;0;0;0;1;0;0;0;1
2003 38 2;648;064033910710;7;0;0;0;0;1;0;0;0;1
2003 38 2;649;064033830026;11;0;0;0;0;0;0;1;0;0
2003 38 2;650;064033910752;7;0;0;0;0;1;0;0;0;1
2003 38 2;651;064033910713;7;0;0;0;0;1;0;0;0;1
2003 38 2;652;064033850429;7;0;0;0;0;0;0;1;0;1
2003 38 2;653;064033910711;7;0;0;0;0;1;0;0;0;1
2003 38 2;654;064033750086;2;1;1;0;0;1;0;0;0;0
2003 38 2;655;064033830638;8;0;0;0;0;0;0;1;0;1
2003 38 2;656;064033830651;8;0;0;0;0;0;0;1;0;1
2003 38 2;657;064033830660;8;0;0;0;0;0;0;1;0;1
2003 38 2;658;064033810633;5;0;1;0;0;1;0;0;1;0
2003 38 2;659;064033830658;5;0;0;0;0;0;0;1;0;1
2003 38 2;660;064033811232;5;0;0;0;0;1;0;0;0;0
2003 38 2;661;064033750002;5;0;0;0;0;0;0;1;0;0
2003 38 2;662;064033850768;5;0;1;0;0;1;0;0;0;1
2003 38 2;663;064033750831;5;1;0;0;0;0;0;1;0;1
2003 38 2;664;064033810859;5;0;1;0;0;1;0;0;0;0
2003 38 2;665;064033810974;5;0;0;0;0;1;0;0;0;0
2003 38 2;666;064033910559;11;0;0;0;0;0;0;1;0;1
2003 38 2;667;064033830753;11;0;0;1;0;0;0;1;0;1
2003 38 2;668;064033810808;11;0;0;0;0;1;0;0;0;0
2003 38 2;669;064033820679;1;0;0;0;0;0;0;1;0;1
2003 38 2;670;064033820652;1;0;0;0;0;0;0;1;0;1
2003 38 2;671;064033810846;1;0;1;0;0;0;0;1;0;1
2003 38 2;672;064033820687;1;0;0;0;0;0;0;1;0;1
2003 38 2;673;064033810641;5;0;1;0;0;1;0;0;1;0
2003 38 2;674;064033830621;5;0;0;0;0;0;0;1;0;1
2003 38 2;675;064033810726;5;0;0;1;0;1;0;0;0;0
2003 38 2;676;064033810763;5;0;0;0;0;1;0;0;0;0
2003 38 2;677;064033750794;5;1;0;0;0;0;0;1;0;0
2003 38 2;678;064033850767;5;0;1;0;0;1;0;0;0;1
2003 38 2;679;064033750810;5;0;0;0;0;0;0;1;0;0
2003 38 2;680;064033850420;5;0;0;0;0;1;0;0;0;1
2003 38 2;681;064033820727;5;0;1;0;0;0;0;1;0;0
2003 38 2;682;064033830594;5;0;0;0;0;0;0;1;0;1
2003 38 2;683;064033850572;5;0;0;0;0;1;0;0;0;1
2003 38 2;684;064033810631;5;0;1;0;0;1;0;0;1;0
2003 38 2;685;064033820655;1;0;0;0;0;0;0;1;0;1
2003 38 2;686;064033820580;1;0;0;0;0;0;0;1;0;1
2003 38 2;687;064033820586;1;0;0;0;0;0;0;1;0;1
2003 38 2;688;064033810619;1;1;0;1;0;1;0;0;0;0
2003 38 2;689;064033820608;1;0;0;0;0;0;0;1;0;1
2003 38 2;690;064033820578;1;0;0;0;0;0;0;1;0;1
2003 38 2;691;064033830674;1;0;1;0;0;0;0;1;0;1
2003 38 2;692;064033750923;1;0;0;0;0;0;0;1;0;0
2003 38 2;693;064033850281;1;0;0;0;0;1;0;0;0;1
2003 38 2;694;064033820555;1;0;0;0;0;0;0;1;0;1
2003 38 2;695;064033750811;1;0;0;0;0;0;0;1;0;0
2003 38 2;696;064033820553;1;0;0;0;0;0;0;1;0;1
2003 38 2;697;064033830697;1;0;0;0;0;0;0;1;0;1
2003 38 2;698;064033810634;5;0;1;0;0;1;0;0;1;0
2003 38 2;699;064033830342;5;0;0;0;0;0;0;1;0;1
2003 38 2;700;064033750797;5;1;0;0;0;0;0;1;0;0
2003 38 2;701;064033850731;5;0;1;0;0;1;0;0;0;1
2003 38 2;702;064033750925;3;0;0;0;0;0;0;1;0;0
2003 38 2;703;064033820599;3;0;0;0;0;0;0;1;0;1
2003 38 2;704;064033820579;3;0;0;0;0;0;0;1;0;1
2003 38 2;705;064033907069;3;0;1;0;0;1;0;0;0;0
2003 38 2;706;064033910692;3;0;0;1;0;1;0;0;0;1
2003 38 2;707;064033820498;3;0;0;0;0;0;0;1;0;1
2003 38 2;708;064033750865;3;0;0;0;0;0;0;1;0;0
2003 38 2;709;064033830684;8;0;0;0;0;0;0;1;0;1
2003 38 2;710;064033830677;8;0;0;0;0;0;0;1;0;1
2003 38 2;711;064033810627;5;0;1;0;0;1;0;0;1;0
2003 38 2;712;064033910719;7;0;0;0;0;1;0;0;0;1
2003 38 2;713;064033850650;7;0;0;0;0;0;0;1;0;1
2003 38 2;714;064033910730;7;0;0;0;0;1;0;0;0;1
2003 38 2;715;064033910741;7;0;0;0;0;1;0;0;0;1
2003 38 2;716;064033750930;1;1;1;0;0;0;0;1;0;0
2003 38 2;717;064033830689;3;0;0;0;0;0;0;1;0;1
2003 38 2;718;064033830649;3;0;0;0;0;0;0;1;0;1
2003 38 2;719;064033810548;3;0;0;1;0;1;0;0;0;0
2003 38 2;720;064033810617;3;0;1;0;0;0;0;1;0;1
2003 38 2;721;064033830629;3;0;0;0;0;0;0;1;0;1
2003 38 2;722;064033810766;3;0;0;0;0;1;0;0;0;0
2003 38 2;723;064033830643;3;0;0;0;0;0;0;1;0;1
2003 38 2;724;064033741169;3;0;1;0;1;0;0;1;0;0
2003 38 2;725;064033910721;7;0;0;0;0;1;0;0;0;1
2003 38 2;726;064033910732;7;0;0;0;0;1;0;0;0;1
2003 38 2;727;064033850431;7;0;0;0;0;0;0;1;0;1
2003 38 2;728;064033910751;7;0;0;0;0;1;0;0;0;1
2003 38 2;729;064033850427;7;0;0;0;0;0;0;1;0;1
2003 38 2;730;064033910735;7;0;0;0;0;1;0;0;0;1
2003 38 2;731;064033830698;1;0;0;0;0;0;0;1;0;1
2003 38 2;732;064033750780;1;0;0;0;0;0;0;1;0;0
2003 38 2;733;064033830680;1;0;0;0;0;0;0;1;0;1
2003 38 2;734;064033810531;1;0;1;0;0;1;0;0;1;0
2003 38 2;735;064033830648;1;0;0;0;0;0;0;1;0;1
2003 38 2;736;064033830669;1;0;0;0;0;0;0;1;0;1
2003 38 2;737;064033750783;1;1;0;1;0;0;0;1;0;0
2003 38 2;738;064033850578;1;0;0;0;0;1;0;0;0;1
2003 38 2;739;064033810853;1;0;1;0;0;0;0;1;0;1
2003 38 2;740;064033830650;1;0;0;0;0;0;0;1;0;1
2003 38 2;741;064033630723;1;0;0;0;0;0;0;1;0;0
2003 38 2;742;064033830644;1;0;0;0;0;0;0;1;0;1
2003 38 2;743;064033910488;1;0;0;0;0;1;0;0;0;1
2003 38 2;744;064033730565;1;0;0;0;0;0;0;1;0;0
2003 38 2;745;064033830688;1;0;0;0;0;0;0;1;0;1
2003 38 2;746;064033840801;2;0;0;0;0;0;0;1;0;0
2003 38 2;747;064033810590;2;0;1;0;0;1;0;0;1;0
2003 38 2;748;064033810664;2;0;0;1;0;1;0;0;0;0
2003 38 2;749;064033750948;2;0;1;0;0;0;0;1;0;1
2003 38 2;750;064033830673;3;0;0;0;0;0;0;1;0;1
2003 38 2;751;064034110113;5;0;0;0;0;1;0;0;0;0
2003 38 2;752;064033850753;5;0;1;0;0;1;0;0;0;1
2003 38 2;753;064033830691;5;0;0;0;0;0;0;1;0;1
2003 38 2;754;064033750763;5;1;1;0;0;0;0;1;0;0
2003 38 2;755;064033610849;9;0;0;0;0;1;1;0;0;0
2003 38 2;756;064033740021;9;0;1;0;1;0;0;1;0;0
2003 38 2;757;064033810540;9;0;0;1;0;1;0;0;0;0
2003 38 2;758;064033850627;5;0;0;0;0;1;0;0;0;1
2003 38 2;759;064033830671;5;0;0;0;0;0;0;1;0;1
2003 38 2;760;064033810645;5;0;1;0;0;1;0;0;1;0
2003 38 2;761;064033810614;5;0;0;0;0;1;0;0;0;0
2003 38 2;762;064033750784;5;0;0;0;0;0;0;1;0;0
2003 38 2;763;064033750829;5;1;0;0;0;0;0;1;0;0
2003 38 2;764;064033850745;5;0;1;0;0;1;0;0;0;1
2003 38 2;765;064033641325;5;0;0;0;0;0;0;1;0;1
2003 38 2;766;064033810613;5;0;0;0;0;1;0;0;0;0
2003 38 2;767;064033850738;5;0;1;0;0;1;0;0;0;1
2003 38 2;768;064033751013;5;0;0;1;0;0;0;1;0;0
2003 38 2;769;064033850749;5;0;1;0;0;1;0;0;0;1
2003 38 2;770;064033830356;5;0;0;0;0;0;0;1;0;0
2003 38 2;771;064033910716;7;0;0;0;0;1;0;0;0;1
2003 38 2;772;064033910726;7;0;0;0;0;1;0;0;0;1
2003 38 2;773;064033830657;8;0;0;0;0;0;0;1;0;1
2003 38 2;774;064033830682;8;0;0;0;0;0;0;1;0;1
2003 38 2;775;064033810030;10;0;1;0;0;1;0;0;1;0
2003 38 2;776;064033740778;10;1;0;1;0;0;0;1;0;0
2003 38 2;777;064033830628;8;0;0;0;0;0;0;1;0;1
2003 38 2;778;064033830632;8;0;0;0;0;0;0;1;0;1
2003 38 2;779;064033730244;8;0;0;0;0;0;0;1;0;0
2003 38 2;780;064033830626;8;0;0;0;0;1;0;0;0;1
2003 38 2;781;064033830630;8;0;0;0;0;0;0;1;0;1
2003 38 2;782;064033810740;8;0;1;0;0;0;0;1;0;1
2003 38 2;783;064033830633;8;0;0;0;0;0;0;1;0;1
2003 38 2;784;064033830625;8;0;0;0;0;0;0;1;0;1
2003 38 2;785;064033810453;9;0;1;0;0;1;0;0;1;0
2003 38 2;786;064033810539;9;0;0;1;0;1;0;0;0;0
2003 38 2;787;064033741153;9;0;1;0;0;0;0;1;0;0
