Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12
2003 39 1;258;048033840421;2;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0
2003 39 1;259;048033910315;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;260;048033860142;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;261;048033910431;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;262;048033860120;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;263;048033840032;7;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;264;048033860085;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;265;048033910328;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;266;048033910973;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;267;048033910258;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;268;048033830106;11;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;269;048033910544;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;270;048033910153;2;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
2003 39 1;271;048033910535;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;272;048033910082;5;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;273;048033710658;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;274;048033910174;5;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;275;048033910375;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;276;048033911060;6;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 39 1;277;048033910300;10;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
2003 39 1;278;048033911010;8;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
2003 39 1;279;048033840137;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;280;048033860095;2;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0
2003 39 1;281;048033910274;6;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;282;048033910165;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;283;048033911032;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;284;048033910262;5;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;285;048033840410;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;286;048033520314;5;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;287;048033730549;5;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;288;048033860090;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;289;048033910255;5;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2003 39 1;290;048033820357;2;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;291;048033910597;10;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;292;048033911064;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
2003 39 1;293;048033910649;5;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;294;048033820104;5;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;295;048033910960;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;296;048033910259;5;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;297;048033810423;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 39 1;298;048033850005;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0
2003 39 1;299;048033910971;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;300;048033910237;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;301;048033910227;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;302;048033820539;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;303;048033910231;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;304;048033910956;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;305;048033911071;6;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 39 1;306;048033840008;10;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0
2003 39 1;307;048033911041;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;308;048033910380;9;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;309;048033910173;9;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;310;048033910947;2;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0
2003 39 1;311;048033910120;6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;312;048033840384;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;313;048033910313;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;314;048033910982;8;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
2003 39 1;315;048033920733;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;316;048033840010;7;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;317;048033910884;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;318;048033910117;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;319;048033910954;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;320;048033830088;11;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;321;048033911040;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;322;048033910994;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;323;048033910208;10;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
2003 39 1;324;048033830540;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;325;048033910598;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;326;048033911035;3;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;327;048033910908;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;328;048033810371;3;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;329;048033910188;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;330;048033910277;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;331;048033910637;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0
2003 39 1;332;048033911033;3;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;333;048033810215;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;334;048033830352;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;335;048033910212;6;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;336;048033860141;8;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1
2003 39 1;337;048033910541;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;338;048033920023;7;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;339;048033910984;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;340;048033910175;9;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;341;048033911001;5;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;342;048033910170;6;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;343;048033830691;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;344;048033910941;7;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;345;048033910316;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;346;048033910394;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;347;048033830089;6;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0
2003 39 1;348;048033911027;11;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;349;048033910151;11;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;350;048033910607;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;351;048033860002;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0
2003 39 1;352;048033860055;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 39 1;353;048033910187;10;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;354;048033860001;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;355;048033910215;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;356;048033830058;11;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;357;048033910992;4;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;358;048033910113;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;359;048033911023;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;360;048033910160;3;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2003 39 1;361;048033840412;3;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2003 39 1;362;048033910111;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;363;048033910381;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;364;048033910156;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;365;048033910554;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003 39 1;366;048033860017;6;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0
2003 39 1;367;048033910980;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;368;048033910198;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;369;048033910483;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;370;048033910376;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;371;048033910953;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;372;048033830078;1;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;373;048033910395;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;374;048033910209;10;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;375;048033910487;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;376;048033840040;6;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0
2003 39 1;377;048033910608;11;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;378;048033911014;11;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;379;048033910152;11;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;380;048033810375;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;381;048033910886;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;382;048033910019;3;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2003 39 1;383;048033910938;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;384;048033910207;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;385;048033911013;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003 39 1;386;048033830056;6;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0
2003 39 1;387;048033910944;2;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
2003 39 1;388;048033910465;10;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;389;048033911018;11;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;390;048033850007;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0
2003 39 1;391;048033911049;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;392;048033910171;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;393;048033910509;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;394;048033910647;5;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;395;048033830054;5;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;396;048033860013;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;397;048033910586;5;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;398;048033910523;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;399;048033810081;5;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;400;048033911016;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;401;048033910199;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;402;048033910911;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;403;048033850003;7;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;404;048033910200;2;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
2003 39 1;405;048033911055;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;406;048033910183;10;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;407;048033910967;11;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;408;048033910089;11;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;409;048033710702;11;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;410;048033910219;11;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;411;048033911045;11;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;412;048033910116;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;413;048033830494;12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;414;048033910064;6;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0
2003 39 1;415;048033860114;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
2003 39 1;416;048033910229;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;417;048033730455;3;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;418;048033910080;3;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;419;048033910999;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;420;048033910263;5;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0
2003 39 1;421;048033830184;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;422;048033910066;11;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;423;048033910966;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;424;048033910197;2;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
2003 39 1;425;048033830649;8;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1
2003 39 1;426;048033911039;11;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;427;048033910430;10;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
2003 39 1;428;048033910943;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;429;048033910256;6;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;430;048033860077;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;431;048033850006;7;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;432;048033910952;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;433;048033910513;7;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;434;048033911062;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;435;048033820411;2;0;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0
2003 39 1;436;048033910278;9;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;437;048033910269;6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;438;048033910474;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;439;048033830114;3;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;440;048033911026;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;441;048033910129;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;442;048033910934;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;443;048033910293;10;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;444;048033830337;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;445;048033910154;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;446;048033910060;3;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;447;048033910234;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;448;048033920003;6;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0;1;0
2003 39 1;449;048033910534;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;450;048033910083;9;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;451;048033911002;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;452;048033910638;9;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;453;048033820759;5;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0
2003 39 1;454;048033910377;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;455;048033910172;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;456;048033840423;3;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2003 39 1;457;048033910287;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;458;048033910497;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;459;048033910232;3;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;460;048033910553;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;461;048033910013;6;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0
2003 39 1;462;048033840465;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;463;048033910919;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2003 39 1;464;048033910268;10;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;465;048033910155;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;466;048033820102;2;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0
2003 39 1;467;048033911044;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;468;048033830281;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;469;048033910389;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;470;048033910003;3;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;471;048033860156;12;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;472;048033910965;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;473;048033910582;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;474;048033910605;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;475;048033810890;3;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;476;048033910998;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;477;048033740265;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;478;048033910648;2;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
2003 39 1;479;048033820536;7;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;480;048033910475;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;481;048033910118;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;482;048033910937;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;483;048033830090;5;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;484;048033910522;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;485;048033910238;5;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;486;048033910997;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;487;048033910043;6;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0
2003 39 1;488;048033910482;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;489;048033850190;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;490;048033910361;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;491;048033910140;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;492;048033710676;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;493;048033910056;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;494;048033910996;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;495;048033910125;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;496;048033840362;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;497;048033850051;11;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;498;048033911024;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;499;048033910124;11;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;500;048033810362;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;501;048033850048;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;502;048033910921;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;503;048033910133;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;504;048033911042;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;505;048033840018;3;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;506;048033910913;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;507;048033910182;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;508;048033850219;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;509;048033830080;3;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;510;048033910985;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;511;048033910206;3;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;512;048033911059;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;513;048033810073;3;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;514;048033910963;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;515;048032960052;6;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
2003 39 1;516;048033910556;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;517;048033910057;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;518;048033920401;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;519;048033910101;10;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0
2003 39 1;520;048033910100;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 39 1;521;048033910305;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;522;048033910983;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;523;048033911034;3;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;524;048033850189;3;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;525;048033910940;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;526;048033910167;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;527;048033860154;3;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;528;048033840118;3;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;529;048033911000;8;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
2003 39 1;530;048033920072;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;531;048033910470;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;532;048033820018;7;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0
2003 39 1;533;048032930409;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;534;048033910164;7;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
