Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6
2003 38 4;394;022033840042;4;1;1;0;0;0;0;0;0;0
2003 38 4;395;022033830335;7;0;0;0;0;0;0;0;0;0
2003 38 4;396;022033840005;7;0;0;0;1;0;0;0;0;0
2003 38 4;397;022033840004;7;0;0;0;1;0;0;0;0;0
2003 38 4;398;022033840331;8;1;1;0;0;0;0;0;0;0
2003 38 4;399;022033840119;8;1;0;0;0;0;0;0;0;0
2003 38 4;400;022033840106;8;1;0;0;0;0;0;0;0;0
2003 38 4;401;022033840107;8;1;0;0;0;0;0;0;0;0
2003 38 4;402;022033830289;12;1;0;0;0;0;0;0;0;0
2003 38 4;403;022033840237;12;0;0;0;0;0;0;0;0;0
2003 38 4;404;022033830211;12;0;0;0;0;0;0;0;0;0
2003 38 4;405;022033830247;12;0;0;0;0;0;0;0;0;0
2003 38 4;406;022033840049;4;1;1;0;0;0;0;0;0;0
2003 38 4;407;022033830005;4;1;0;0;0;0;0;0;0;0
2003 38 4;408;022033850187;4;0;0;0;0;0;0;0;0;0
2003 38 4;409;022033840046;4;1;1;0;0;0;0;0;0;0
2003 38 4;410;022033840051;5;1;0;0;0;0;0;0;0;0
2003 38 4;411;022033840055;5;1;0;0;0;0;0;0;0;0
2003 38 4;412;022033840053;5;1;0;0;0;0;0;0;0;0
2003 38 4;413;022033840058;5;1;0;0;0;0;0;0;0;0
2003 38 4;414;022033850198;5;0;0;0;0;0;0;0;0;0
2003 38 4;415;022033840064;5;1;0;0;0;0;0;0;0;0
2003 38 4;416;022033840059;5;1;0;0;0;0;0;0;0;0
2003 38 4;417;022033840067;5;1;0;0;0;0;0;0;0;0
2003 38 4;418;022033850084;5;0;0;0;0;0;0;0;0;0
2003 38 4;419;022033840035;10;1;0;0;0;0;0;0;0;1
2003 38 4;420;022033840141;10;1;0;0;0;0;0;0;0;0
2003 38 4;421;022033840135;10;1;0;0;0;0;0;0;0;0
2003 38 4;422;022033840025;10;1;0;0;0;0;0;0;0;1
2003 38 4;423;022033840238;10;0;0;0;0;0;0;0;0;0
2003 38 4;424;022033840146;10;1;0;0;0;0;0;0;0;0
2003 38 4;425;022033830039;10;1;0;0;0;0;0;1;0;1
2003 38 4;426;022033840140;10;1;0;0;0;0;0;0;0;0
2003 38 4;427;022033840109;10;1;1;0;0;0;0;0;0;0
2003 38 4;428;022033840028;10;1;0;0;0;0;0;0;0;1
2003 38 4;429;022033840230;10;0;0;0;0;0;0;0;0;0
2003 38 4;430;022033840147;10;1;0;0;0;0;0;0;0;0
2003 38 4;431;022033840137;10;1;0;0;0;0;0;0;0;0
2003 38 4;432;022033840026;10;1;0;0;0;0;0;0;0;1
2003 38 4;433;022033840302;6;1;0;0;0;0;0;0;0;0
2003 38 4;434;022033840171;3;1;0;0;0;0;0;0;0;0
2003 38 4;435;022033840125;3;0;0;0;1;0;0;0;0;0
2003 38 4;436;022033840165;3;1;0;0;0;0;0;0;0;0
2003 38 4;437;022033840168;3;1;0;0;0;0;0;0;0;0
2003 38 4;438;022033830020;3;1;0;0;0;1;0;1;0;1
2003 38 4;439;022033840167;3;1;0;0;0;0;0;0;0;0
2003 38 4;440;022033840337;3;0;0;0;0;0;0;0;0;0
2003 38 4;441;022033840159;3;1;0;0;0;0;0;0;0;0
2003 38 4;442;022033840090;3;1;0;0;0;0;0;0;0;1
2003 38 4;443;022033840170;3;1;0;0;0;0;0;0;0;0
2003 38 4;444;022033840160;3;1;0;0;0;0;0;0;0;0
2003 38 4;445;022033840100;3;1;0;1;0;0;0;1;0;1
2003 38 4;446;022033830251;3;0;0;0;0;0;0;0;0;0
2003 38 4;447;022033650169;6;1;0;0;0;0;0;0;0;0
2003 38 4;448;022033830383;6;1;0;0;0;0;0;0;0;0
2003 38 4;449;022033840340;6;1;1;0;0;0;0;0;0;0
2003 38 4;450;022033830384;6;1;0;0;0;0;0;0;0;0
2003 38 4;451;022033830385;6;1;0;0;0;0;0;0;0;0
2003 38 4;452;022033840235;6;0;0;0;0;0;0;0;0;0
2003 38 4;453;022033840228;6;1;0;0;0;0;0;0;0;0
2003 38 4;454;022033830382;6;1;0;0;0;0;0;0;0;0
2003 38 4;455;022033830386;6;1;0;0;0;0;0;0;0;0
2003 38 4;456;022033850006;6;0;0;0;1;0;0;0;0;0
2003 38 4;457;022033810290;6;1;0;0;0;0;0;0;0;0
2003 38 4;458;022033550227;6;1;0;0;0;0;0;0;0;0
2003 38 4;459;022033550149;6;1;0;0;0;0;0;0;0;0
2003 38 4;460;022033830254;6;0;0;0;0;0;0;0;0;0
2003 38 4;461;022033830387;6;1;0;0;0;0;0;0;0;0
2003 38 4;462;022033830388;6;1;0;0;0;0;0;0;0;0
2003 38 4;463;022033730129;6;1;0;0;0;0;0;0;0;0
2003 38 4;464;022033810341;6;1;0;0;0;0;0;0;0;0
2003 38 4;465;022033840223;6;1;0;0;0;0;0;0;0;0
2003 38 4;466;022033840008;7;0;0;0;1;0;0;0;0;0
2003 38 4;467;022033840020;10;1;0;0;0;0;0;0;0;1
2003 38 4;468;022033840138;10;1;0;0;0;0;0;0;0;0
2003 38 4;469;022033840139;10;1;0;0;0;0;0;0;0;0
2003 38 4;470;022033830395;10;0;0;0;0;0;0;0;0;0
2003 38 4;471;022033840031;10;1;0;0;0;0;0;0;0;1
2003 38 4;472;022033730322;10;1;0;0;0;0;0;0;0;0
2003 38 4;473;022033840124;10;1;0;0;0;0;0;0;0;0
2003 38 4;474;022033840011;10;1;1;0;0;0;0;0;0;0
2003 38 4;475;022033830181;10;0;0;0;0;0;0;0;0;0
2003 38 4;476;022033840121;10;1;0;0;0;0;0;0;0;0
2003 38 4;477;022033830038;10;1;0;0;0;0;0;1;0;1
2003 38 4;478;022033840116;10;1;0;0;0;0;0;0;0;0
2003 38 4;479;022033840118;10;1;0;0;0;0;0;0;0;0
2003 38 4;480;022033830322;10;0;0;0;0;0;0;0;0;0
2003 38 4;481;022033840319;10;1;0;0;0;1;0;0;0;1
2003 38 4;482;022033840122;10;1;0;0;0;0;0;0;0;0
2003 38 4;483;022033840036;4;1;1;0;0;0;0;0;0;0
2003 38 4;484;022033840092;3;1;0;0;0;0;0;0;0;1
2003 38 4;485;022033840172;3;1;0;0;0;0;0;0;0;0
