Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6
2003 38 4;394;022033830171;8;1;0;0;0;0;0;0;0;0
2003 38 4;395;022033840048;8;1;1;0;0;0;0;0;0;0
2003 38 4;396;022033840038;8;1;1;0;0;0;0;0;0;0
2003 38 4;397;022033850176;8;0;0;0;0;0;0;0;0;0
2003 38 4;398;022033830015;8;1;0;0;0;1;0;0;1;0
2003 38 4;399;022033840045;8;1;1;0;0;0;0;0;0;0
2003 38 4;400;022033830145;8;1;0;0;0;0;0;0;0;0
2003 38 4;401;022033840041;8;1;1;0;0;0;0;0;0;0
2003 38 4;402;022033840047;8;1;1;0;0;0;0;0;0;0
2003 38 4;403;022033850175;8;0;0;0;0;0;0;0;0;0
2003 38 4;404;022033840050;8;1;1;0;0;0;0;0;0;0
2003 38 4;405;022033840043;8;1;1;0;0;0;0;0;0;0
2003 38 4;406;022033830004;8;1;0;0;0;0;0;0;0;0
2003 38 4;407;022033840042;8;1;1;0;0;0;0;0;0;0
2003 38 4;408;022033850187;8;0;0;0;0;0;0;0;0;0
2003 38 4;409;022033840049;8;1;1;0;0;0;0;0;0;0
2003 38 4;410;022033840046;8;1;1;0;0;0;0;0;0;0
2003 38 4;411;022033840096;8;1;0;0;0;0;0;0;0;1
2003 38 4;412;022033830005;8;1;0;0;0;0;0;0;0;0
2003 38 4;413;022033840006;8;0;1;0;0;0;0;0;0;0
2003 38 4;414;022033840036;8;1;1;0;0;0;0;0;0;0
2003 38 4;415;022033840093;9;1;0;0;0;0;0;0;0;1
2003 38 4;416;022033840162;9;1;0;0;0;0;0;0;0;0
2003 38 4;417;022033840161;9;1;0;0;0;0;0;0;0;0
2003 38 4;418;022033840091;9;1;0;0;0;0;0;0;0;1
2003 38 4;419;022033840387;9;0;0;0;1;0;0;0;0;0
2003 38 4;420;022033840163;9;1;0;0;0;0;0;0;0;0
2003 38 4;421;022033840094;9;1;0;0;0;0;0;0;0;1
2003 38 4;422;022033840164;9;1;0;0;0;0;0;0;0;0
2003 38 4;423;022033840173;9;1;0;0;0;0;0;0;0;0
2003 38 4;424;022033840337;9;0;0;0;0;0;0;0;0;0
2003 38 4;425;022033840090;9;1;0;0;0;0;0;0;0;1
2003 38 4;426;022033840169;9;1;0;0;0;0;0;0;0;0
2003 38 4;427;022033840171;9;1;0;0;0;0;0;0;0;0
2003 38 4;428;022033840100;9;1;0;1;0;0;0;1;0;1
2003 38 4;429;022033840165;9;1;0;0;0;0;0;0;0;0
2003 38 4;430;022033840125;9;0;0;0;1;0;0;0;0;0
2003 38 4;431;022033840168;9;1;0;0;0;0;0;0;0;0
2003 38 4;432;022033840092;9;1;0;0;0;0;0;0;0;1
2003 38 4;433;022033840167;9;1;0;0;0;0;0;0;0;0
2003 38 4;434;022033840159;9;1;0;0;0;0;0;0;0;0
2003 38 4;435;022033830251;9;0;0;0;0;0;0;0;0;0
2003 38 4;436;022033840170;9;1;0;0;0;0;0;0;0;0
2003 38 4;437;022033830020;9;1;0;0;0;1;0;1;0;1
2003 38 4;438;022033840160;9;1;0;0;0;0;0;0;0;0
2003 38 4;439;022033840172;9;1;0;0;0;0;0;0;0;0
2003 38 4;440;022033830313;10;0;0;0;0;0;0;0;0;0
2003 38 4;441;022033840338;10;1;0;0;0;0;0;0;0;0
2003 38 4;442;022033840390;10;0;0;0;1;0;0;0;0;0
2003 38 4;443;022033720558;10;1;0;0;0;0;0;0;0;0
2003 38 4;444;022033730264;10;1;0;0;0;0;0;0;0;0
2003 38 4;445;022033730219;10;1;0;0;0;0;0;0;0;0
2003 38 4;446;022033830236;10;0;0;0;0;0;0;0;0;0
2003 38 4;447;022033830244;10;0;0;0;0;0;0;0;0;0
2003 38 4;448;022033840229;10;1;0;0;0;0;0;0;0;0
2003 38 4;449;022033630213;10;1;0;0;0;0;0;0;0;0
2003 38 4;450;022033730255;10;1;0;0;0;0;0;0;0;0
2003 38 4;451;022033730232;10;1;0;0;0;0;0;0;0;0
2003 38 4;452;022033910075;10;1;0;0;0;0;0;0;0;0
2003 38 4;453;022033830177;10;0;0;0;0;0;0;0;0;0
2003 38 4;454;022033830334;10;0;0;0;0;0;0;0;0;0
2003 38 4;455;022033830180;10;1;0;0;0;0;0;0;0;0
2003 38 4;456;022033830166;10;1;0;0;0;0;0;0;0;0
2003 38 4;457;022033830151;10;0;0;0;0;0;0;0;0;0
2003 38 4;458;022033830161;10;0;0;0;0;0;0;0;0;0
2003 38 4;459;022033830013;10;0;0;0;0;0;0;0;0;0
2003 38 4;460;022033840385;10;1;1;0;0;0;0;0;0;0
2003 38 4;461;022033550219;11;1;0;0;0;0;0;0;0;0
2003 38 4;462;022033810327;11;1;0;0;0;0;0;0;0;0
2003 38 4;463;022033840239;11;0;0;0;0;0;0;0;0;0
2003 38 4;464;022033550197;11;1;0;0;0;0;0;0;0;0
2003 38 4;465;022033730323;11;0;0;0;0;0;0;0;0;0
2003 38 4;466;022033840237;11;0;0;0;0;0;0;0;0;0
2003 38 4;467;022033720497;11;1;0;0;0;0;0;0;0;0
2003 38 4;468;022033840216;11;1;0;0;0;0;0;0;0;0
2003 38 4;469;022033810326;11;1;0;0;0;0;0;0;0;0
2003 38 4;470;022033730218;11;1;0;0;0;0;0;0;0;0
2003 38 4;471;022033830211;11;0;0;0;0;0;0;0;0;0
2003 38 4;472;022033830289;11;1;0;0;0;0;0;0;0;0
2003 38 4;473;022033830247;11;0;0;0;0;0;0;0;0;0
2003 38 4;474;022033840332;12;1;1;0;0;0;0;0;0;0
2003 38 4;475;022033840128;12;1;0;0;0;0;0;0;0;0
2003 38 4;476;022033840334;12;1;1;0;0;0;0;0;0;0
2003 38 4;477;022033840245;12;1;1;0;0;0;0;0;0;0
2003 38 4;478;022033840120;12;1;0;0;0;0;0;0;0;0
2003 38 4;479;022033840236;12;1;1;0;0;0;0;0;0;0
2003 38 4;480;022033830393;1;0;0;0;0;0;0;0;0;0
2003 38 4;481;022033830022;1;1;0;0;0;1;0;0;0;1
2003 38 4;482;022033840251;1;1;0;0;0;0;0;0;0;0
2003 38 4;483;022033840104;1;1;0;0;0;0;0;0;0;0
2003 38 4;484;022033830378;1;0;0;0;0;0;0;0;0;0
2003 38 4;485;022033830021;1;1;0;0;0;1;0;0;0;1
